Zip Code,Fiscal Year,No. of Awards,Grant Dollars,Grantor
10024,2005,2,"$47,592",Puerto Rico
10024,2006,64,"$1,098,200",New York
10024,2007,60,"$1,225,650",New York
10024,2008,74,"$1,582,400",New York
10024,2009,56,"$1,413,200",New York
10024,2010,4,"$102,222",New England Foundation for the Arts
10024,2010,66,"$1,285,880",New York
10024,2011,4,"$90,000",New England Foundation for the Arts
10024,2011,64,"$1,142,884",New York
10024,2012,62,"$1,047,260",New York
10024,2013,4,"$97,000",New England Foundation for the Arts
10024,2013,44,"$904,720",New York
10024,2014,12,"$339,000",New England Foundation for the Arts
10024,2014,20,"$437,040",New York
10024,2015,46,"$1,037,534",New York
10024,2016,34,"$905,334",New York
10025,2000,80,"$849,798",New York
10025,2001,6,"$107,500",New England Foundation for the Arts
10025,2001,84,"$975,758",New York
10025,2002,92,"$871,390",New York
10025,2003,6,"$73,400",New England Foundation for the Arts
10025,2003,82,"$852,900",New York
10025,2004,4,"$3,400",New England Foundation for the Arts
10025,2004,90,"$789,860",New York
10025,2004,2,"$1,000",Utah
10025,2005,4,"$77,000",New England Foundation for the Arts
10025,2005,86,"$776,122",New York
10025,2006,84,"$732,600",New York
10025,2007,88,"$849,550",New York
10025,2008,2,"$12,000",Mid Atlantic Arts Foundation
10025,2008,98,"$1,108,200",New York
10025,2009,60,"$772,800",New York
10025,2010,80,"$709,332",New York
10025,2011,2,"$187,200",Mid Atlantic Arts Foundation
10025,2011,70,"$541,774",New York
10025,2012,70,"$507,048",New York
10025,2013,2,"$2,000",Maine
10025,2013,2,"$1,372",Maryland
10025,2013,60,"$454,240",New York
10025,2013,2,"$7,000",North Dakota
10025,2014,6,"$40,000",New York
10025,2015,4,"$108,000",New England Foundation for the Arts
10025,2015,56,"$561,700",New York
10025,2016,56,"$701,668",New York
10026,2004,2,"$8,000",New York
10026,2005,2,"$8,000",New York
10026,2010,2,"$10,000",New York
10026,2011,2,"$8,308",New York
10026,2012,4,"$12,000",New York
10026,2013,2,$600,Mid Atlantic Arts Foundation
10026,2013,4,"$13,400",New York
10026,2014,2,"$9,244",Mid Atlantic Arts Foundation
10026,2014,2,"$7,400",New York
10027,2000,40,"$829,540",New York
10027,2001,38,"$892,560",New York
10027,2002,46,"$909,250",New York
10027,2003,44,"$833,800",New York
10027,2004,52,"$791,510",New York
10027,2005,2,"$30,000",Mid Atlantic Arts Foundation
10027,2005,44,"$767,000",New York
10027,2006,4,"$15,000",Mid Atlantic Arts Foundation
10027,2006,40,"$751,500",New York
10027,2007,6,"$14,564",Mid Atlantic Arts Foundation
10027,2007,2,"$57,400",New England Foundation for the Arts
10027,2007,54,"$914,450",New York
10027,2008,4,"$15,436",Mid Atlantic Arts Foundation
10027,2008,66,"$1,083,800",New York
10027,2009,2,"$62,000",New England Foundation for the Arts
10027,2009,42,"$804,200",New York
10027,2010,42,"$977,272",New York
10027,2011,2,"$21,000",New England Foundation for the Arts
10027,2011,38,"$781,904",New York
10027,2012,2,"$30,000",Mid Atlantic Arts Foundation
10027,2012,38,"$628,940",New York
10027,2013,36,"$862,780",New York
10027,2014,8,"$60,000",New York
10027,2015,38,"$703,000",New York
10027,2016,36,"$668,200",New York
10028,2000,6,"$490,760",New York
10028,2001,12,"$585,000",New York
10028,2002,10,"$514,600",New York
10028,2003,10,"$514,600",New York
10028,2004,12,"$440,200",New York
10028,2005,4,"$36,012",Connecticut
10028,2005,14,"$446,800",New York
10028,2006,8,"$420,000",New York
10028,2007,8,"$441,000",New York
10028,2008,12,"$510,000",New York
10028,2009,8,"$480,400",New York
10028,2010,12,"$440,482",New York
10028,2011,8,"$314,106",New York
10028,2012,6,"$284,720",New York
10028,2013,2,"$6,000",New England Foundation for the Arts
10028,2013,8,"$304,720",New York
10028,2015,8,"$273,064",New York
10028,2016,8,"$287,064",New York
10029,2000,44,"$852,270",New York
10029,2000,2,"$1,900",Puerto Rico
10029,2001,40,"$798,400",New York
10029,2002,44,"$855,700",New York
10029,2003,52,"$868,400",New York
10029,2004,40,"$710,882",New York
10029,2004,2,"$8,000",Puerto Rico
10029,2005,44,"$922,600",New York
10029,2006,62,"$982,200",New York
10029,2007,58,"$1,124,260",New York
10029,2008,66,"$1,234,800",New York
10029,2008,2,"$3,200",Puerto Rico
10029,2009,40,"$878,800",New York
10029,2010,40,"$754,730",New York
10029,2011,40,"$666,388",New York
10029,2012,38,"$614,090",New York
10029,2013,30,"$569,920",New York
10029,2014,2,"$5,900",Mid Atlantic Arts Foundation
10029,2014,2,"$1,882",New England Foundation for the Arts
10029,2014,4,"$119,000",New York
10029,2015,2,$482,New England Foundation for the Arts
10029,2015,24,"$491,600",New York
10029,2016,2,$282,New England Foundation for the Arts
10029,2016,26,"$570,708",New York
10030,2000,22,"$600,000",New York
10030,2001,20,"$522,182",New York
10030,2002,12,"$494,400",New York
10030,2003,18,"$536,600",New York
10030,2004,20,"$466,160",New York
10030,2005,22,"$575,400",New York
10030,2006,14,"$483,200",New York
10030,2007,16,"$500,790",New York
10030,2008,12,"$681,600",New York
10030,2009,8,"$549,400",New York
10030,2010,10,"$268,932",New York
10030,2011,8,"$78,922",New York
10030,2012,20,"$161,480",New York
10030,2013,14,"$121,240",New York
10030,2015,12,"$118,200",New York
10030,2016,4,"$40,000",New York
10031,2000,42,"$1,078,840",New York
10031,2001,2,"$3,000",New England Foundation for the Arts
10031,2001,34,"$1,081,232",New York
10031,2002,2,"$18,000",Mid Atlantic Arts Foundation
10031,2002,44,"$1,129,038",New York
10031,2003,36,"$991,200",New York
10031,2004,32,"$786,700",New York
10031,2005,34,"$651,400",New York
10031,2005,2,"$1,500",Washington
10031,2006,30,"$631,600",New York
10031,2007,32,"$619,850",New York
10031,2008,2,"$31,500",Mid Atlantic Arts Foundation
10031,2008,18,"$476,200",New York
10031,2009,10,"$240,800",New York
10031,2010,20,"$594,528",New York
10031,2011,16,"$444,062",New York
10031,2012,14,"$296,700",New York
10031,2013,4,"$101,000",New England Foundation for the Arts
10031,2013,12,"$281,700",New York
10031,2014,4,"$162,680",New York
10031,2015,12,"$319,612",New York
10031,2016,4,"$114,000",New England Foundation for the Arts
10031,2016,14,"$386,612",New York
10032,2000,2,"$21,200",New York
10032,2001,8,"$74,000",New York
10032,2002,2,"$1,000",New Hampshire
10032,2002,6,"$82,000",New York
10032,2003,4,"$42,000",New York
10032,2004,6,"$39,200",New York
10032,2005,4,"$28,400",New York
10032,2006,6,"$40,200",New York
10032,2007,8,"$49,280",New York
10032,2008,4,"$33,600",New York
10032,2009,6,"$48,800",New York
10032,2010,10,"$73,540",New York
10032,2011,12,"$82,284",New York
10032,2012,16,"$123,020",New York
10032,2013,16,"$153,460",New York
10032,2015,16,"$145,060",New York
10032,2016,2,$544,New England Foundation for the Arts
10032,2016,6,"$56,000",New York
10033,2000,2,"$4,000",New York
10033,2001,2,"$5,000",New York
10033,2002,4,"$12,200",New York
10033,2003,2,"$5,000",New York
10033,2004,4,"$43,200",New York
10033,2005,4,"$25,800",New York
10033,2006,6,"$30,000",New York
10033,2007,4,"$20,300",New York
10033,2008,2,"$15,000",New York
10033,2009,4,"$19,800",New York
10033,2010,6,"$23,822",New York
10033,2011,6,"$32,242",New York
10033,2012,6,"$141,000",New England Foundation for the Arts
10033,2012,14,"$82,680",New York
10033,2013,14,"$91,280",New York
10033,2014,4,"$16,000",New York
10033,2015,8,"$51,600",New York
10033,2016,6,"$41,600",New York
10034,2005,2,"$9,800",New York
10034,2006,2,"$9,800",New York
10034,2007,2,"$9,920",New York
10034,2008,6,"$43,000",New York
10034,2009,4,"$23,000",New York
10034,2010,4,"$25,000",New York
10034,2011,6,"$26,506",New York
10034,2012,2,"$15,022",Mid Atlantic Arts Foundation
10034,2012,2,"$8,308",New York
10034,2013,4,"$22,000",New York
10034,2015,8,"$52,000",New York
10034,2016,12,"$87,000",New York
10035,2000,4,"$194,000",New York
10035,2001,4,"$204,000",New York
10035,2002,4,"$183,600",New York
10035,2003,12,"$217,600",New York
10035,2004,8,"$171,000",New York
10035,2005,8,"$178,600",New York
10035,2006,4,"$66,000",New York
10035,2007,8,"$121,000",New York
10035,2008,14,"$276,000",New York
10035,2009,6,"$187,600",New York
10035,2010,6,"$88,000",New York
10035,2011,10,"$104,440",New York
10035,2012,12,"$134,520",New York
10035,2013,10,"$132,000",New York
10035,2014,4,"$74,000",New York
10035,2015,2,"$2,800",New England Foundation for the Arts
10035,2015,2,"$76,934",New York
10035,2016,2,"$1,750",New England Foundation for the Arts
10035,2016,8,"$206,934",New York
10036,2000,2,"$24,000",Mid Atlantic Arts Foundation
10036,2000,2,"$3,000",Minnesota
10036,2000,2,"$2,400",New England Foundation for the Arts
10036,2000,108,"$1,863,470",New York
10036,2001,2,"$20,400",Mid Atlantic Arts Foundation
10036,2001,2,"$2,400",New England Foundation for the Arts
10036,2001,126,"$2,485,216",New York
10036,2002,2,"$2,400",New England Foundation for the Arts
10036,2002,112,"$2,002,150",New York
10036,2003,2,"$1,800",Idaho
10036,2003,2,"$20,000",Mid Atlantic Arts Foundation
10036,2003,2,"$18,000",New England Foundation for the Arts
10036,2003,110,"$1,945,950",New York
10036,2004,2,$600,Mid Atlantic Arts Foundation
10036,2004,4,"$1,100",New England Foundation for the Arts
10036,2004,110,"$1,632,282",New York
10036,2005,4,"$50,000",Mid Atlantic Arts Foundation
10036,2005,118,"$1,773,400",New York
10036,2006,110,"$1,676,000",New York
10036,2007,118,"$1,984,410",New York
10036,2008,136,"$2,533,400",New York
10036,2009,80,"$1,677,600",New York
10036,2010,4,"$5,000",Mid Atlantic Arts Foundation
10036,2010,2,"$16,000",New England Foundation for the Arts
10036,2010,112,"$1,832,610",New York
10036,2011,116,"$2,167,292",New York
10036,2012,2,"$40,000",Mid Atlantic Arts Foundation
10036,2012,112,"$1,703,134",New York
10036,2012,2,"$2,800",Ohio
10036,2013,2,"$20,000",Mid Atlantic Arts Foundation
10036,2013,102,"$1,564,730",New York
10036,2014,4,"$104,000",New England Foundation for the Arts
10036,2014,12,"$319,800",New York
10036,2015,116,"$1,906,580",New York
10036,2016,128,"$2,204,014",New York
10037,2006,2,"$15,000",New York
10037,2007,2,"$15,750",New York
10037,2010,2,"$11,848",New York
10037,2011,2,"$9,890",New York
10037,2012,4,"$25,000",New York
10037,2013,2,"$48,000",New York
10037,2015,2,"$48,000",New York
10037,2016,2,"$60,000",New York
10038,2000,28,"$319,726",New York
10038,2001,24,"$319,000",New York
10038,2002,32,"$295,400",New York
10038,2003,30,"$318,000",New York
10038,2004,36,"$355,200",New York
10038,2005,2,"$3,000",New England Foundation for the Arts
10038,2005,22,"$194,000",New York
10038,2006,46,"$1,065,200",New York
10038,2006,2,"$2,146",Pennsylvania
10038,2007,46,"$1,284,760",New York
10038,2008,2,"$15,000",Mid Atlantic Arts Foundation
10038,2008,2,"$56,000",New England Foundation for the Arts
10038,2008,32,"$1,243,200",New York
10038,2009,28,"$1,416,400",New York
10038,2010,2,$708,Mid Atlantic Arts Foundation
10038,2010,32,"$1,480,246",New York
10038,2010,2,"$14,298",Pennsylvania
10038,2011,24,"$1,135,376",New York
10038,2011,2,"$11,652",Pennsylvania
10038,2012,24,"$1,057,140",New York
10038,2012,2,"$11,652",Pennsylvania
10038,2013,2,"$14,240",Mid Atlantic Arts Foundation
10038,2013,2,"$4,000",New England Foundation for the Arts
10038,2013,26,"$1,119,964",New York
10038,2013,2,"$16,478",Pennsylvania
10038,2014,2,"$8,472",Pennsylvania
10038,2015,4,"$30,000",New England Foundation for the Arts
10038,2015,50,"$1,427,800",New York
10038,2015,2,"$8,896",Pennsylvania
10038,2016,34,"$1,471,714",New York
10039,2009,6,"$85,600",New York
10039,2010,8,"$80,000",New York
10039,2011,6,"$83,076",New York
10039,2012,4,"$70,600",New York
10039,2013,4,"$70,600",New York
10039,2015,4,"$66,000",New York
10039,2016,4,"$66,000",New York
10040,2003,2,"$6,000",New York
10040,2004,4,"$12,000",New York
10040,2005,6,"$19,400",New York
10040,2006,4,"$14,400",New York
10040,2007,4,"$15,120",New York
10040,2008,4,"$16,600",New York
10040,2009,2,"$10,000",New York
10040,2010,14,"$67,478",New York
10040,2011,10,"$54,000",New York
10040,2012,10,"$44,326",New York
10040,2013,4,"$29,380",New York
10040,2014,4,"$30,000",New York
10040,2015,2,"$10,000",New York
10040,2016,4,"$20,000",New York
10041,2004,2,$194,Puerto Rico
10041,2005,2,$194,Puerto Rico
10044,2002,2,"$9,200",New York
10044,2003,2,"$9,200",New York
10044,2004,2,"$8,000",New York
10044,2004,2,"$2,056",Utah
10044,2005,2,"$10,000",New York
10044,2006,2,"$10,000",New York
10044,2007,2,"$10,500",New York
10044,2015,2,"$15,000",New York
10048,2000,12,"$780,000",New York
10104,2000,2,"$20,000",New York
10107,2000,6,"$97,280",New York
10107,2001,4,"$69,770",New York
10107,2002,10,"$123,000",New York
10107,2003,4,"$63,600",New York
10107,2004,8,"$92,400",New York
10107,2005,4,"$44,000",New York
10107,2006,4,"$44,000",New York
10107,2007,2,"$39,900",New York
10107,2008,2,"$43,800",New York
10107,2009,2,"$43,000",New York
10107,2010,4,"$48,440",New York
10107,2011,2,"$36,000",New York
10107,2012,2,"$32,600",New York
10107,2013,2,"$28,000",New York
10107,2015,2,"$28,000",New York
10107,2016,2,"$28,000",New York
10112,2002,2,"$34,000",New York
10112,2003,2,"$13,140",Mid Atlantic Arts Foundation
10112,2004,2,"$1,460",Mid Atlantic Arts Foundation
10115,2002,2,"$10,000",New York
10115,2010,2,"$6,400",New York
10115,2011,2,"$33,230",New York
10115,2012,2,"$23,200",New York
10115,2013,2,"$21,200",New York
10115,2015,2,"$42,000",New York
10115,2016,2,"$42,000",New York
10118,2001,2,"$6,000",New York
10118,2002,2,"$6,000",New York
10118,2003,2,"$6,000",New York
10122,2000,2,"$30,000",New York
10122,2001,8,"$540,000",New York
10122,2002,4,"$102,000",New York
10122,2003,4,"$104,000",New York
10122,2004,2,"$61,200",New York
10122,2005,2,"$59,600",New York
10122,2006,2,"$50,000",New York
10122,2007,2,"$52,500",New York
10122,2008,4,"$92,800",New York
10122,2009,2,"$22,000",New York
10122,2010,4,"$86,000",New York
10122,2011,6,"$99,692",New York
10122,2012,2,"$42,200",New York
10123,2009,2,"$10,000",Pennsylvania
10128,2000,50,"$1,073,602",New York
10128,2001,40,"$787,200",New York
10128,2002,26,"$524,400",New York
10128,2003,26,"$547,200",New York
10128,2003,2,"$1,000",Utah
10128,2004,36,"$517,700",New York
10128,2004,2,"$6,000",Rhode Island
10128,2005,32,"$551,600",New York
10128,2006,36,"$578,600",New York
10128,2007,38,"$757,280",New York
10128,2008,38,"$807,550",New York
10128,2009,32,"$738,000",New York
10128,2010,46,"$1,024,806",New York
10128,2011,2,"$10,800",Mid Atlantic Arts Foundation
10128,2011,44,"$844,832",New York
10128,2012,2,"$16,000",Mid Atlantic Arts Foundation
10128,2012,48,"$872,480",New York
10128,2013,36,"$715,120",New York
10128,2014,2,"$15,000",New York
10128,2015,30,"$667,800",New York
10128,2016,34,"$835,400",New York
10153,2000,2,"$30,000",New York
10162,2006,4,"$10,000",New York
10162,2007,4,"$15,250",New York
10162,2008,6,"$24,000",New York
10162,2009,4,"$18,600",New York
10165,2005,2,"$5,000",New York
10168,2000,2,"$14,000",New York
10168,2001,6,"$32,000",New York
10168,2001,2,$110,Utah
10168,2002,6,"$91,000",New York
10168,2003,6,"$127,000",New York
10168,2004,4,"$104,000",New York
10168,2005,4,"$95,200",New York
10168,2006,6,"$94,000",New York
10168,2007,4,"$71,500",New York
10168,2008,2,"$34,600",New York
10168,2011,2,"$74,570",New York
10168,2012,2,"$21,800",New York
10168,2013,2,"$21,800",New York
10168,2015,2,"$50,000",New York
10168,2016,2,"$50,000",New York
10170,2000,2,"$10,000",New York
10170,2001,4,"$22,000",New York
10170,2002,4,"$18,800",New York
10170,2003,4,"$17,800",New York
10170,2004,4,"$13,000",New York
10170,2005,4,"$12,700",New York
10170,2006,2,"$8,200",New York
10170,2007,2,"$8,610",New York
10271,2005,2,"$25,800",New York
10271,2006,2,"$25,800",New York
10271,2010,2,"$12,834",New York
10271,2011,2,"$13,252",New York
10271,2015,2,"$20,000",New York
10271,2016,2,"$20,000",New York
10280,2006,2,"$20,000",New York
10280,2007,4,"$54,000",New York
10280,2008,4,"$65,500",New York
10280,2009,4,"$124,000",New York
10280,2010,10,"$127,226",New York
10280,2011,4,"$89,406",New York
10280,2012,8,"$102,460",New York
10280,2013,6,"$79,500",New York
10280,2015,2,"$30,000",New York
10280,2016,4,"$100,000",New York
10281,2001,2,"$4,000",New England Foundation for the Arts
10281,2002,2,"$4,000",New England Foundation for the Arts
10282,2010,2,"$46,636",New York
10282,2011,2,"$40,352",New York
10282,2012,2,"$36,540",New York
10282,2013,2,"$36,540",New York
10282,2015,2,"$56,000",New York
10282,2016,2,"$56,000",New York
10301,2000,2,"$15,120",Mid Atlantic Arts Foundation
10301,2000,20,"$421,444",New York
10301,2001,26,"$425,750",New York
10301,2002,30,"$445,380",New York
10301,2003,32,"$462,300",New York
10301,2004,28,"$391,200",New York
10301,2005,20,"$351,000",New York
10301,2006,16,"$349,000",New York
10301,2007,2,"$2,400",Mid Atlantic Arts Foundation
10301,2007,22,"$418,950",New York
10301,2008,28,"$508,600",New York
10301,2009,18,"$400,920",New York
10301,2010,28,"$462,272",New York
10301,2011,16,"$349,316",New York
10301,2012,22,"$393,860",New York
10301,2013,22,"$456,860",New York
10301,2015,26,"$468,200",New York
10301,2016,28,"$701,196",New York
10304,2000,12,"$205,000",New York
10304,2001,8,"$112,000",New York
10304,2002,8,"$111,400",New York
10304,2003,12,"$133,400",New York
10304,2004,14,"$149,150",New York
10304,2005,10,"$96,000",New York
10304,2006,6,"$56,000",New York
10304,2007,2,"$20,000",New York
10304,2008,4,"$32,000",New York
10304,2009,2,"$21,600",New York
10304,2011,2,"$16,616",New York
10304,2016,4,"$28,000",New York
10305,2006,2,"$14,000",New York
10305,2008,2,"$15,000",New York
10305,2009,2,"$10,000",New York
10305,2010,2,"$14,000",New York
10305,2011,2,"$8,308",New York
10306,2000,4,"$54,166",New York
10306,2001,4,"$61,200",New York
10306,2002,8,"$79,000",New York
10306,2003,8,"$75,000",New York
10306,2004,4,"$48,600",New York
10306,2005,4,"$50,000",New York
10306,2006,8,"$85,000",New York
10306,2007,4,"$30,000",New York
10306,2008,2,"$56,000",New York
10306,2009,2,"$56,000",New York
10306,2010,4,"$66,200",New York
10306,2011,6,"$66,262",New York
10306,2012,2,"$37,440",New York
10306,2013,4,"$54,000",New York
10306,2015,4,"$64,000",New York
10306,2016,4,"$60,000",New York
10309,2000,2,"$7,000",New York
10309,2001,2,"$7,400",New York
10309,2002,2,"$6,600",New York
10309,2003,2,"$6,600",New York
10309,2004,2,"$6,600",New York
10309,2005,2,"$6,400",New York
10309,2006,2,"$6,400",New York
10309,2007,2,"$6,000",New York
10309,2008,2,"$9,000",New York
10314,2004,2,"$1,600",Mid Atlantic Arts Foundation
10314,2005,4,"$6,500",Mid Atlantic Arts Foundation
10314,2006,2,"$5,000",Mid Atlantic Arts Foundation
10314,2007,4,"$16,352",New England Foundation for the Arts
10314,2007,2,"$9,000",New York
10314,2008,2,"$10,000",New York
10314,2009,2,"$10,000",New York
10314,2010,2,"$8,900",New York
10314,2011,4,"$16,614",New York
10314,2012,4,"$15,560",New York
10314,2013,4,"$18,560",New York
10314,2015,2,"$8,000",New York
10314,2016,2,"$8,000",New York
10451,2001,2,"$10,000",Mid Atlantic Arts Foundation
10451,2001,8,"$102,610",New York
10451,2002,4,$800,Mid Atlantic Arts Foundation
10451,2002,6,"$95,600",New York
10451,2003,2,"$6,120",Mid Atlantic Arts Foundation
10451,2003,10,"$165,600",New York
10451,2004,12,"$155,960",New York
10451,2005,6,"$80,000",New York
10451,2006,8,"$180,000",New York
10451,2007,8,"$121,000",New York
10451,2008,16,"$291,500",New York
10451,2009,2,"$23,500",Mid Atlantic Arts Foundation
10451,2009,8,"$158,600",New York
10451,2010,2,"$3,000",Connecticut
10451,2010,10,"$218,400",New York
10451,2011,10,"$214,414",New York
10451,2012,12,"$194,600",New York
10451,2013,10,"$350,480",New York
10451,2015,16,"$396,500",New York
10451,2016,18,"$472,500",New York
10452,2000,2,"$2,270",New England Foundation for the Arts
10452,2001,4,"$56,000",New York
10452,2002,6,"$56,000",New York
10452,2003,6,"$56,000",New York
10452,2004,6,"$85,600",New York
10452,2005,4,"$44,800",New York
10452,2006,4,"$44,800",New York
10452,2013,2,"$14,600",New York
10452,2015,8,"$97,000",New York
10452,2016,10,"$176,000",New York
10454,2002,2,"$10,000",New York
10454,2004,2,"$19,200",Mid Atlantic Arts Foundation
10454,2012,2,"$18,000",New York
10454,2013,2,"$18,000",New York
10454,2015,4,"$40,000",New York
10454,2016,6,"$139,000",New York
10455,2013,2,"$12,000",Mid Atlantic Arts Foundation
10456,2000,4,"$40,000",New York
10456,2001,4,"$180,600",New York
10456,2002,6,"$208,600",New York
10456,2003,4,"$168,600",New York
10456,2004,2,"$132,600",New York
10456,2005,4,"$159,200",New York
10456,2006,2,"$129,200",New York
10456,2007,4,"$164,000",New York
10456,2008,4,"$178,400",New York
10456,2009,4,"$178,400",New York
10456,2010,12,"$339,000",New York
10456,2011,10,"$312,022",New York
10456,2012,10,"$211,000",New York
10456,2013,10,"$292,100",New York
10456,2014,4,"$77,000",New York
10456,2015,8,"$194,000",New York
10456,2016,8,"$189,000",New York
10457,2001,2,"$8,000",Mid Atlantic Arts Foundation
10458,2000,6,"$69,200",New York
10458,2001,10,"$152,400",New York
10458,2002,6,"$91,400",New York
10458,2003,6,"$89,000",New York
10458,2004,2,"$53,550",New York
10458,2005,2,"$58,000",New York
10458,2006,4,"$72,000",New York
10458,2007,2,"$60,900",New York
10458,2008,4,"$116,000",New York
10458,2009,4,"$116,000",New York
10458,2010,4,"$127,236",New York
10458,2011,4,"$61,316",New York
10458,2012,6,"$94,060",New York
10458,2013,6,"$91,060",New York
10458,2015,4,"$98,584",New York
10458,2016,4,"$100,000",New York
10459,2002,2,"$12,600",New York
10459,2003,2,"$12,600",New York
10459,2004,2,"$7,000",New York
10459,2005,4,"$12,000",New York
10459,2006,4,"$12,000",New York
10459,2007,2,"$7,350",New York
10459,2008,4,"$20,000",New York
10459,2009,2,"$12,800",Mid Atlantic Arts Foundation
10459,2009,2,"$14,800",New York
10459,2010,2,"$16,784",New York
10459,2011,2,"$40,000",Mid Atlantic Arts Foundation
10459,2011,6,"$55,384",New York
10459,2012,2,"$40,000",Mid Atlantic Arts Foundation
10459,2012,2,"$14,000",New England Foundation for the Arts
10459,2012,4,"$26,400",New York
10459,2013,2,"$19,200",New York
10459,2015,4,"$25,000",New York
10459,2016,6,"$133,000",New York
10460,2000,2,"$13,800",New York
10460,2001,6,"$51,364",New York
10460,2002,10,"$81,600",New York
10460,2003,8,"$69,600",New York
10460,2004,8,"$63,200",New York
10460,2005,4,"$41,200",New York
10460,2006,4,"$41,200",New York
10460,2007,4,"$40,400",New York
10460,2008,4,"$44,400",New York
10460,2009,2,"$30,000",New York
10460,2010,6,"$47,700",New York
10460,2011,4,"$29,868",New York
10460,2012,4,"$21,000",New York
10460,2013,4,"$21,000",New York
10460,2015,4,"$25,000",New York
10460,2016,4,"$25,000",New York
10461,2000,12,"$1,310,800",New York
10461,2001,14,"$1,085,800",New York
10461,2002,10,"$840,900",New York
10461,2003,12,"$660,900",New York
10461,2004,12,"$571,000",New York
10461,2005,12,"$570,500",New York
10461,2006,10,"$520,500",New York
10461,2007,14,"$628,500",New York
10461,2008,20,"$731,800",New York
10461,2009,18,"$742,000",New York
10461,2010,18,"$663,808",New York
10461,2011,20,"$559,966",New York
10461,2012,16,"$469,180",New York
10461,2013,14,"$460,680",New York
10461,2015,16,"$471,300",New York
10461,2016,14,"$489,760",New York
10462,2004,6,"$33,200",New York
10462,2012,2,"$20,000",New York
10462,2013,2,"$20,000",New York
10462,2015,2,"$20,000",New York
10462,2016,2,"$26,108",New York
10463,2001,2,"$38,400",New York
10463,2002,2,"$34,000",New York
10463,2003,2,"$34,000",New York
10463,2004,2,"$16,400",New York
10463,2005,2,"$16,400",New York
10463,2006,2,"$17,000",New York
10463,2008,2,"$43,800",New York
10463,2009,4,"$51,000",New York
10463,2010,4,"$55,000",New York
10463,2011,8,"$75,360",New York
10463,2012,4,"$59,000",New York
10463,2013,6,"$186,000",New York
10463,2015,4,"$80,000",New York
10463,2016,2,"$50,000",Mid Atlantic Arts Foundation
10463,2016,2,"$50,000",New York
10464,2009,2,"$26,000",New York
10464,2011,2,"$35,604",New York
10464,2014,2,"$10,000",New York
10464,2015,2,"$10,000",New York
10464,2016,2,"$10,000",New York
10465,2000,2,"$10,900",New York
10467,2000,8,"$84,400",New York
10467,2001,10,"$154,200",New York
10467,2002,10,"$147,200",New York
10467,2003,8,"$136,800",New York
10467,2004,4,"$95,800",New York
10467,2005,4,"$93,400",New York
10467,2006,8,"$118,400",New York
10467,2007,4,"$110,200",New York
10467,2008,4,"$145,800",New York
10467,2009,6,"$194,600",New York
10467,2010,4,"$152,562",New York
10467,2011,6,"$225,294",New York
10467,2012,16,"$560,000",New York
10467,2013,4,"$140,000",New York
10467,2015,4,"$141,000",New York
10467,2016,4,"$141,000",New York
10468,2000,6,"$30,000",New York
10468,2001,18,"$237,824",New York
10468,2002,14,"$173,200",New York
10468,2003,16,"$201,200",New York
10468,2004,16,"$176,000",New York
10468,2005,14,"$141,600",New York
10468,2006,2,"$13,600",Mid Atlantic Arts Foundation
10468,2006,12,"$139,600",New York
10468,2007,14,"$149,290",New York
10468,2008,10,"$116,200",New York
10468,2009,2,"$1,000",Mid Atlantic Arts Foundation
10468,2009,2,"$10,600",New England Foundation for the Arts
10468,2009,8,"$90,800",New York
10468,2010,10,"$139,618",New York
10468,2011,12,"$149,536",New York
10468,2012,2,"$16,000",Mid Atlantic Arts Foundation
10468,2012,12,"$126,220",New York
10468,2013,2,"$3,000",Mid Atlantic Arts Foundation
10468,2013,12,"$156,100",New York
10468,2014,2,"$40,000",New York
10468,2015,8,"$126,100",New York
10468,2016,8,"$126,100",New York
10469,2004,4,"$2,700",Puerto Rico
10471,2000,6,"$77,440",New York
10471,2001,12,"$137,292",New York
10471,2002,12,"$170,600",New York
10471,2003,14,"$190,600",New York
10471,2004,12,"$124,600",New York
10471,2005,2,"$60,000",New England Foundation for the Arts
10471,2005,12,"$113,000",New York
10471,2006,18,"$136,400",New York
10471,2007,12,"$105,400",New York
10471,2008,8,"$59,200",New York
10471,2009,8,"$55,400",New York
10471,2010,14,"$99,302",New York
10471,2011,2,"$32,000",Mid Atlantic Arts Foundation
10471,2011,12,"$94,548",New York
10471,2012,8,"$75,720",New York
10471,2013,10,"$168,720",New York
10471,2015,8,"$76,800",New York
10471,2016,8,"$79,800",New York
10473,2009,2,"$1,800",Ohio
10474,2002,6,"$30,000",New York
10474,2003,4,"$32,000",New York
10474,2004,2,"$40,000",New York
10474,2006,2,"$14,600",New York
10474,2007,4,"$22,330",New York
10474,2008,10,"$59,000",New York
10474,2009,6,"$45,400",New York
10474,2010,6,"$39,618",New York
10474,2011,6,"$32,834",New York
10474,2012,8,"$44,420",New York
10474,2013,8,"$62,900",New York
10474,2015,2,"$5,960",New York
11004,2000,4,"$17,000",New York
11004,2015,2,"$22,000",New York
11004,2016,2,"$22,000",New York
11101,2001,6,"$51,000",New York
11101,2002,4,"$80,000",New York
11101,2003,16,"$325,600",New York
11101,2004,18,"$319,900",New York
11101,2005,24,"$317,400",New York
11101,2006,30,"$352,600",New York
11101,2007,34,"$410,900",New York
11101,2008,2,"$8,240",Mid Atlantic Arts Foundation
11101,2008,36,"$450,400",New York
