"zip","year","arts_organizations","total_revenue","total_compensation","total_expenses","contributed_revenue"
11362,"2005",0,0,0,0,0
11362,"2006",0,0,0,0,0
11362,"2007",0,0,0,0,0
11362,"2008",0,0,0,0,0
11362,"2009",1,31831,0,38696,28904
11362,"2010",0,0,0,0,0
11362,"2011",0,0,0,0,0
11362,"2012",0,0,0,0,0
11362,"2013",0,0,0,0,0
11362,"2014",2,40488,7000,44143,40455
11362,"2015",3,138819,0,97962,138384
11363,"2005",2,412134,0,454450,399069
11363,"2006",2,365713,0,423662,343309
11363,"2007",2,413558,0,461838,374712
11363,"2008",2,325539,59585,364723,299309
11363,"2009",3,315437,0,331710,119092
11363,"2010",3,237170,0,251019,97358
11363,"2011",3,219187,0,235372,71083
11363,"2012",4,281087,0,257768,136369
11363,"2013",4,318352,0,310441,144760
11363,"2014",4,307161,0,304050,154573
11363,"2015",4,352181,0,339223,196223
11364,"2005",2,87831,0,86076,690
11364,"2006",2,123769,0,100630,1501
11364,"2007",2,139032,0,127361,360
11364,"2008",2,142177,0,116607,1634
11364,"2009",2,131193,0,130692,367
11364,"2010",2,101009,0,84863,1801
11364,"2011",3,104324,0,136575,8798
11364,"2012",3,130691,8309,127638,31919
11364,"2013",3,144859,8300,109894,38554
11364,"2014",2,108232,0,106294,2160
11364,"2015",2,114129,0,124509,515
11365,"2005",3,195870,4333,188984,47116
11365,"2006",4,798453,81822,726599,276600
11365,"2007",4,655050,66090,585224,111235
11365,"2008",4,726221,55740,540777,364557
11365,"2009",4,610145,65544,459454,278263
11365,"2010",5,573586,0,535554,292574
11365,"2011",6,938264,215770,849720,622584
11365,"2012",5,970662,212496,796949,619579
11365,"2013",5,893450,219878,806302,443781
11365,"2014",6,1061920,222924,1161842,245100
11365,"2015",6,795867,218425,890852,321541
11366,"2005",0,0,0,0,0
11366,"2006",0,0,0,0,0
11366,"2007",0,0,0,0,0
11366,"2008",0,0,0,0,0
11366,"2009",0,0,0,0,0
11366,"2010",1,76776,0,8825,76738
11366,"2011",1,5551,0,2003,5550
11366,"2012",2,22549,0,22911,5550
11366,"2013",2,20121,0,18191,5550
11366,"2014",1,12398,0,17911,0
11366,"2015",1,14572,0,10566,0
11367,"2005",1,37212,0,37548,500
11367,"2006",1,45855,0,36839,0
11367,"2007",1,34177,0,37920,0
11367,"2008",1,30862,0,33407,0
11367,"2009",2,77936,0,77857,0
11367,"2010",2,580944,199509,499818,519586
11367,"2011",2,565945,195414,584172,519690
11367,"2012",1,484466,174688,522611,470511
11367,"2013",2,484466,174688,523191,470511
11367,"2014",3,757236,139851,861998,319247
11367,"2015",2,677798,203012,758792,359933
11368,"2005",2,20518482,6546613,16968948,17160855
11368,"2006",2,17193790,6841021,16414962,13221970
11368,"2007",2,18203220,7464471,18318779,13805417
11368,"2008",3,18316945,7569738,19283052,13603864
11368,"2009",4,21315016,9271847,22270550,16628507
11368,"2010",5,31179256,8582836,22921837,26012156
11368,"2011",5,35422969,8895890,22998472,30172638
11368,"2012",5,32788410,10262168,26366107,27512361
11368,"2013",5,42160485,11019264,28442500,37012872
11368,"2014",7,40326451,12214158,30126864,34715280
11368,"2015",6,29228406,12552424,29988183,23358360
11369,"2005",1,155546,59500,158557,153246
11369,"2006",1,171398,50800,158616,167072
11369,"2007",1,135532,42900,134239,127487
11369,"2008",0,0,0,0,0
11369,"2009",0,0,0,0,0
11369,"2010",0,0,0,0,0
11369,"2011",0,0,0,0,0
11369,"2012",0,0,0,0,0
11369,"2013",0,0,0,0,0
11369,"2014",0,0,0,0,0
11369,"2015",0,0,0,0,0
11370,"2005",1,37252,0,12478,37227
11370,"2006",1,54243,0,10837,46059
11370,"2007",1,33666,0,24824,33637
11370,"2008",1,44338,0,40174,44309
11370,"2009",1,44338,0,40174,44309
11370,"2010",1,65386,0,66683,65374
11370,"2011",1,71990,0,91779,71990
11370,"2012",1,90491,0,58075,90491
11370,"2013",1,80705,0,67913,80705
11370,"2014",2,250156,100591,271044,160737
11370,"2015",3,415665,160410,359631,249922
11371,"2005",0,0,0,0,0
11371,"2006",0,0,0,0,0
11371,"2007",0,0,0,0,0
11371,"2008",0,0,0,0,0
11371,"2009",0,0,0,0,0
11371,"2010",0,0,0,0,0
11371,"2011",0,0,0,0,0
11371,"2012",0,0,0,0,0
11371,"2013",0,0,0,0,0
11371,"2014",0,0,0,0,0
11371,"2015",0,0,0,0,0
11372,"2005",2,254191,131507,254748,66831
11372,"2006",5,374608,86999,367095,162858
11372,"2007",4,400597,116395,371971,193279
11372,"2008",6,935847,82915,638990,588916
11372,"2009",6,694704,118167,662214,311195
11372,"2010",7,996058,288647,700928,587145
11372,"2011",8,516364,171886,500500,289427
11372,"2012",8,609763,95429,450394,442620
11372,"2013",8,452729,84818,462680,252813
11372,"2014",9,278466,0,271012,171331
11372,"2015",10,656882,0,581312,414818
11373,"2005",1,107170,84418,99668,0
11373,"2006",1,50660,0,39994,31200
11373,"2007",3,126432,0,110721,95572
11373,"2008",2,64984,0,46673,64584
11373,"2009",2,64984,0,46673,64584
11373,"2010",1,27871,0,43566,2588
11373,"2011",4,182819,0,76699,142877
11373,"2012",3,211290,0,86444,166565
11373,"2013",4,263280,0,205483,157220
11373,"2014",4,384555,0,203274,372189
11373,"2015",6,650207,53750,577086,520933
11374,"2005",0,0,0,0,0
11374,"2006",0,0,0,0,0
11374,"2007",1,36191,0,11388,36191
11374,"2008",1,61966,0,61447,61957
11374,"2009",1,34290,8006,42102,16260
11374,"2010",1,57098,0,20971,57098
11374,"2011",4,63751,0,51361,63681
11374,"2012",3,23819,0,17403,23672
11374,"2013",3,25510,0,19683,25510
11374,"2014",3,12748,0,13572,12748
11374,"2015",2,12748,0,13572,12748
11375,"2005",2,143612,41037,117813,70363
11375,"2006",3,224673,41037,200808,129663
11375,"2007",3,285131,188892,301402,211882
11375,"2008",2,240377,26975,258067,26460
11375,"2009",4,370111,22750,302772,22153
11375,"2010",4,605258,0,375534,52875
11375,"2011",4,255953,0,349118,23368
11375,"2012",4,233917,29190,226889,31011
11375,"2013",4,210750,14576,188764,44437
11375,"2014",4,352702,29562,312688,40239
11375,"2015",6,330680,37624,332461,54036
11377,"2005",1,29519,0,4579,28285
11377,"2006",4,428858,42711,265396,378459
11377,"2007",2,99585,0,109233,89559
11377,"2008",3,417497,0,417067,409775
11377,"2009",2,79803,0,65631,65869
11377,"2010",2,277037,0,110211,268922
11377,"2011",2,238154,0,299465,197449
11377,"2012",3,160383,0,115233,127969
11377,"2013",6,122418,0,165517,72534
11377,"2014",6,201047,0,198645,140850
11377,"2015",7,392520,0,338347,223574
11378,"2005",1,43700,0,20537,29782
11378,"2006",1,185625,0,29747,178528
11378,"2007",1,126819,0,50221,96681
11378,"2008",2,149898,0,123989,103497
11378,"2009",2,138797,0,107271,94221
11378,"2010",2,149390,0,105080,102108
11378,"2011",2,177274,0,81254,139138
11378,"2012",2,67183,0,82721,42799
11378,"2013",2,60197,0,64607,34922
11378,"2014",2,87599,0,81002,26419
11378,"2015",2,45871,0,143214,26634
11379,"2005",1,30678,0,26254,12110
11379,"2006",1,21108,0,22055,4140
11379,"2007",2,96629,0,45728,74125
11379,"2008",2,98855,0,52497,50000
11379,"2009",0,0,0,0,0
11379,"2010",1,33518,0,31250,12475
11379,"2011",2,46607,0,49606,23546
11379,"2012",1,40975,0,34050,10572
11379,"2013",1,44160,0,37460,11394
11379,"2014",1,25762,0,31270,5750
11379,"2015",1,23952,0,21230,11977
11385,"2005",5,878904,168933,858188,594569
11385,"2006",5,951711,117177,878671,629509
11385,"2007",4,970424,188981,949912,622282
11385,"2008",4,1095436,257181,1088189,613416
11385,"2009",4,964043,0,1131226,557065
11385,"2010",5,500929,0,513597,141291
11385,"2011",4,608248,0,442100,264975
11385,"2012",4,578672,0,361798,269609
11385,"2013",3,360749,0,126130,292140
11385,"2014",4,247567,0,223595,149797
11385,"2015",5,440163,0,399455,280185
11411,"2005",0,0,0,0,0
11411,"2006",0,0,0,0,0
11411,"2007",0,0,0,0,0
11411,"2008",0,0,0,0,0
11411,"2009",0,0,0,0,0
11411,"2010",0,0,0,0,0
11411,"2011",0,0,0,0,0
11411,"2012",0,0,0,0,0
11411,"2013",0,0,0,0,0
11411,"2014",0,0,0,0,0
11411,"2015",0,0,0,0,0
11412,"2005",0,0,0,0,0
11412,"2006",0,0,0,0,0
11412,"2007",3,421306,172982,389629,348029
11412,"2008",2,59821,0,39798,550
11412,"2009",2,49470,0,36595,500
11412,"2010",3,101019,0,79304,40516
11412,"2011",1,96421,0,130545,45492
11412,"2012",2,104705,0,98169,70913
11412,"2013",3,232019,0,201033,106994
11412,"2014",4,274749,0,228084,97277
11412,"2015",4,275461,0,231639,162580
11413,"2005",1,44464,0,41772,44464
11413,"2006",2,136882,0,66599,136882
11413,"2007",1,78879,0,66599,78879
11413,"2008",1,27000,0,29333,0
11413,"2009",0,0,0,0,0
11413,"2010",0,0,0,0,0
11413,"2011",1,2229,0,2179,0
11413,"2012",0,0,0,0,0
11413,"2013",0,0,0,0,0
11413,"2014",0,0,0,0,0
11413,"2015",1,44706,0,44506,200
11414,"2005",1,175528,0,154176,5090
11414,"2006",1,171006,0,167341,0
11414,"2007",1,171006,0,167341,0
11414,"2008",1,135231,0,111024,0
11414,"2009",1,130103,0,108110,7110
11414,"2010",1,135474,0,96752,31402
11414,"2011",1,124397,0,98581,16250
11414,"2012",1,95932,0,81757,1421
11414,"2013",1,31643,0,34886,8000
11414,"2014",1,28844,0,33662,3253
11414,"2015",1,28844,0,33662,3253
11415,"2005",0,0,0,0,0
11415,"2006",0,0,0,0,0
11415,"2007",0,0,0,0,0
11415,"2008",0,0,0,0,0
11415,"2009",1,57672,0,61522,3047
11415,"2010",1,57672,0,61522,3047
11415,"2011",2,88441,0,103001,30976
11415,"2012",1,53802,0,49628,1076
11415,"2013",1,53802,0,49628,1076
11415,"2014",3,50176,0,59791,3600
11415,"2015",4,57011,0,59018,4604
11416,"2005",1,51077,1880,55490,0
11416,"2006",1,51054,2900,41553,0
11416,"2007",1,17388,0,1778,0
11416,"2008",1,11171,0,1848,0
11416,"2009",1,3975,0,3774,0
11416,"2010",1,4159,0,1623,0
11416,"2011",1,0,0,0,0
11416,"2012",1,0,0,0,0
11416,"2013",1,0,0,0,0
11416,"2014",1,0,0,0,0
11416,"2015",1,0,0,0,0
11417,"2005",0,0,0,0,0
11417,"2006",0,0,0,0,0
11417,"2007",0,0,0,0,0
11417,"2008",0,0,0,0,0
11417,"2009",0,0,0,0,0
11417,"2010",0,0,0,0,0
11417,"2011",0,0,0,0,0
11417,"2012",1,19823,0,0,19823
11417,"2013",0,0,0,0,0
11417,"2014",1,60170,0,28872,47469
11417,"2015",1,30678,0,46220,31282
11418,"2005",2,357056,79140,423177,42922
11418,"2006",2,371639,162291,370115,42922
11418,"2007",2,374532,98356,373761,42922
11418,"2008",2,281006,100667,286933,45801
11418,"2009",2,300796,94969,296147,78792
11418,"2010",2,275246,95739,262276,268342
11418,"2011",3,277239,113717,271063,267251
11418,"2012",3,272632,95408,304159,265736
11418,"2013",4,526871,90844,551265,313640
11418,"2014",5,610863,110697,570323,394701
11418,"2015",6,512750,100277,500132,353650
11419,"2005",1,83475,15600,87253,0
11419,"2006",0,0,0,0,0
11419,"2007",1,77701,15600,81717,0
11419,"2008",0,0,0,0,0
11419,"2009",0,0,0,0,0
11419,"2010",0,0,0,0,0
11419,"2011",0,0,0,0,0
11419,"2012",0,0,0,0,0
11419,"2013",0,0,0,0,0
11419,"2014",0,0,0,0,0
11419,"2015",0,0,0,0,0
11420,"2005",3,523008,130922,511898,485299
11420,"2006",3,622256,169873,632226,529072
11420,"2007",2,586846,161400,584469,567892
11420,"2008",3,607215,152568,637628,602027
11420,"2009",3,622092,152568,626039,616904
11420,"2010",3,541699,0,542965,533608
11420,"2011",3,528850,145290,535748,518675
11420,"2012",3,267338,0,270158,264828
11420,"2013",4,377893,0,385317,374255
11420,"2014",4,244645,0,244144,214645
11420,"2015",4,230105,0,221029,184197
11421,"2005",2,976857,305385,947289,787525
11421,"2006",2,1062051,321183,1004331,898643
11421,"2007",2,1218192,308323,1147589,1152555
11421,"2008",2,1225274,308323,1138135,1199241
11421,"2009",2,1185184,231805,972269,1133670
11421,"2010",2,1158347,231805,951176,1110620
11421,"2011",2,1147035,256301,1097032,1095114
11421,"2012",2,998597,266970,982524,979211
11421,"2013",2,969073,276775,963535,935240
11421,"2014",1,70898,0,79413,63698
11421,"2015",1,68783,0,69209,57133
11422,"2005",0,0,0,0,0
11422,"2006",0,0,0,0,0
11422,"2007",0,0,0,0,0
11422,"2008",0,0,0,0,0
11422,"2009",0,0,0,0,0
11422,"2010",0,0,0,0,0
11422,"2011",1,129,0,964,125
11422,"2012",1,686,0,781,684
11422,"2013",1,401,0,912,0
11422,"2014",2,96162,0,103340,70437
11422,"2015",2,76509,0,81274,29848
11423,"2005",3,613374,81822,624714,98000
11423,"2006",0,0,0,0,0
11423,"2007",1,41960,0,40840,40000
11423,"2008",0,0,0,0,0
11423,"2009",0,0,0,0,0
11423,"2010",0,0,0,0,0
11423,"2011",0,0,0,0,0
11423,"2012",0,0,0,0,0
11423,"2013",0,0,0,0,0
11423,"2014",0,0,0,0,0
11423,"2015",0,0,0,0,0
11424,"2005",1,30596,33058,74712,28965
11424,"2006",1,44527,37938,79577,41820
11424,"2007",1,40579,35875,83398,39664
11424,"2008",1,25439,0,29653,15300
11424,"2009",1,130346,0,60912,120282
11424,"2010",1,45067,0,49328,34920
11424,"2011",1,81611,0,114839,19507
11424,"2012",1,155528,0,146561,92881
11424,"2013",1,98365,0,125903,46300
11424,"2014",1,89390,0,121432,37365
11424,"2015",1,68990,0,79195,68990
11426,"2005",0,0,0,0,0
11426,"2006",2,60033,0,52132,34308
11426,"2007",1,72618,0,54281,72618
11426,"2008",1,72618,0,54281,72618
11426,"2009",1,72618,0,54281,72618
11426,"2010",1,56918,0,53857,56918
11426,"2011",1,37026,0,54021,37026
11426,"2012",1,51987,0,55145,51987
11426,"2013",1,66992,0,64831,66992
11426,"2014",3,148549,0,137971,108144
11426,"2015",3,165112,0,139291,126034
11427,"2005",0,0,0,0,0
11427,"2006",0,0,0,0,0
11427,"2007",0,0,0,0,0
11427,"2008",0,0,0,0,0
11427,"2009",0,0,0,0,0
11427,"2010",1,25487,0,57955,13383
11427,"2011",2,25487,0,57955,13383
11427,"2012",2,25487,0,57955,13383
11427,"2013",2,100,0,0,0
11427,"2014",2,150,0,0,0
11427,"2015",2,150,0,0,0
11428,"2005",1,28211,0,0,0
11428,"2006",0,0,0,0,0
11428,"2007",0,0,0,0,0
11428,"2008",0,0,0,0,0
11428,"2009",0,0,0,0,0
11428,"2010",1,29448,0,21424,0
11428,"2011",1,17046,0,18808,0
11428,"2012",2,21382,0,44916,0
11428,"2013",3,36293,0,27074,0
11428,"2014",3,30746,0,26505,325
11428,"2015",3,30818,0,27870,0
11429,"2005",0,0,0,0,0
11429,"2006",0,0,0,0,0
11429,"2007",0,0,0,0,0
11429,"2008",0,0,0,0,0
11429,"2009",0,0,0,0,0
11429,"2010",0,0,0,0,0
11429,"2011",0,0,0,0,0
11429,"2012",0,0,0,0,0
11429,"2013",0,0,0,0,0
11429,"2014",0,0,0,0,0
11429,"2015",0,0,0,0,0
11430,"2005",0,0,0,0,0
11430,"2006",0,0,0,0,0
11430,"2007",0,0,0,0,0
11430,"2008",0,0,0,0,0
11430,"2009",0,0,0,0,0
11430,"2010",0,0,0,0,0
11430,"2011",0,0,0,0,0
11430,"2012",0,0,0,0,0
11430,"2013",0,0,0,0,0
11430,"2014",0,0,0,0,0
11430,"2015",0,0,0,0,0
11432,"2005",5,2127672,919001,2017338,1751567
11432,"2006",8,2835717,1121834,2571869,2315092
11432,"2007",7,2671672,1153432,2473490,1870931
11432,"2008",7,2882561,1128923,2734154,2361420
11432,"2009",8,2338898,977093,2559267,1722775
11432,"2010",6,2228170,804009,2229138,1443148
11432,"2011",6,2438884,764254,2056444,1732211
11432,"2012",6,2150211,806902,2177711,1305332
11432,"2013",7,2155581,696593,2031511,1115117
11432,"2014",5,2278377,820005,2212751,1033634
11432,"2015",5,2036505,819111,2035315,1024829
11433,"2005",0,0,0,0,0
11433,"2006",0,0,0,0,0
11433,"2007",0,0,0,0,0
11433,"2008",1,26100,0,3650,26100
11433,"2009",1,26100,0,3650,26100
11433,"2010",1,26100,0,3650,26100
11433,"2011",0,0,0,0,0
11433,"2012",0,0,0,0,0
11433,"2013",0,0,0,0,0
11433,"2014",0,0,0,0,0
11433,"2015",0,0,0,0,0
11434,"2005",2,790657,105700,829671,442307
11434,"2006",2,931754,120802,770338,437873
11434,"2007",1,923962,122757,879644,498048
11434,"2008",1,923962,122757,879644,498048
11434,"2009",3,954754,118828,960661,419834
11434,"2010",3,838653,132590,910400,299223
11434,"2011",3,1028806,124962,1085379,507736
11434,"2012",2,756096,155960,855527,258146
11434,"2013",3,756309,172619,771300,301520
11434,"2014",3,760592,163413,786283,296520
11434,"2015",3,1478285,695867,1546917,313028
11435,"2005",2,35309,5940,28265,34040
11435,"2006",2,27559,5940,29294,25040
11435,"2007",2,51454,5280,30300,25040
11435,"2008",2,120979,3980,92439,25040
11435,"2009",1,83617,3529,47302,0
11435,"2010",1,27007,0,24409,24000
11435,"2011",1,71763,0,84581,0
11435,"2012",0,0,0,0,0
11435,"2013",1,36923,0,37010,8333
11435,"2014",1,8782,0,8885,3394
11435,"2015",1,15709,0,16073,55
11436,"2005",0,0,0,0,0
11436,"2006",0,0,0,0,0
11436,"2007",0,0,0,0,0
11436,"2008",1,67840,0,68622,0
11436,"2009",1,99587,0,79964,0
11436,"2010",0,0,0,0,0
11436,"2011",1,74897,0,72429,0
11436,"2012",0,0,0,0,0
11436,"2013",0,0,0,0,0
11436,"2014",2,76080,0,77960,180
11436,"2015",2,53250,0,47287,0
11439,"2005",1,34744,0,54198,0
11439,"2006",1,57944,0,49682,15000
11439,"2007",1,42691,0,35752,0
11439,"2008",1,52017,0,43428,47539
11439,"2009",1,43304,0,37846,39739
11439,"2010",1,52644,0,34050,51484
11439,"2011",1,55752,0,37894,55752
11439,"2012",1,39255,0,37899,39255
11439,"2013",1,77101,0,40954,77101
11439,"2014",1,52907,0,37910,52907
11439,"2015",1,104616,0,44396,104616
11691,"2005",0,0,0,0,0
11691,"2006",1,48854,22931,45454,48854
11691,"2007",1,48854,22931,45454,48854
11691,"2008",0,0,0,0,0
11691,"2009",0,0,0,0,0
11691,"2010",0,0,0,0,0
11691,"2011",1,4862,0,0,4862
11691,"2012",1,4716,0,0,4716
11691,"2013",1,4724,0,0,4724
11691,"2014",1,4950,0,0,4950
11691,"2015",1,4950,0,0,4950
11692,"2005",0,0,0,0,0
11692,"2006",0,0,0,0,0
11692,"2007",0,0,0,0,0
11692,"2008",0,0,0,0,0
11692,"2009",0,0,0,0,0
11692,"2010",0,0,0,0,0
11692,"2011",0,0,0,0,0
11692,"2012",0,0,0,0,0
11692,"2013",0,0,0,0,0
11692,"2014",0,0,0,0,0
11692,"2015",0,0,0,0,0
11693,"2005",0,0,0,0,0
11693,"2006",0,0,0,0,0
11693,"2007",0,0,0,0,0
11693,"2008",0,0,0,0,0
11693,"2009",0,0,0,0,0
11693,"2010",0,0,0,0,0
11693,"2011",0,0,0,0,0
11693,"2012",0,0,0,0,0
11693,"2013",0,0,0,0,0
11693,"2014",0,0,0,0,0
11693,"2015",0,0,0,0,0
11694,"2005",5,760385,215571,715899,358194
11694,"2006",4,627085,215571,661585,293674
11694,"2007",4,884891,380217,913592,508190
11694,"2008",4,799168,0,790477,441791
11694,"2009",4,808594,353598,757999,425905
11694,"2010",2,113495,0,139985,76390
11694,"2011",4,649315,378358,605610,378969
11694,"2012",4,696717,328592,554793,403953
11694,"2013",4,632630,407222,734097,364836
11694,"2014",4,765554,482960,855473,375417
11694,"2015",2,583865,457185,613773,298091
11695,"2005",1,170537,0,121530,64764
11695,"2006",1,92442,0,117986,9570
11695,"2007",1,154658,0,98502,41198
11695,"2008",1,157508,0,158210,27870
11695,"2009",1,138446,0,121112,33136
11695,"2010",1,147668,0,130107,29231
11695,"2011",1,167498,0,127474,21255
11695,"2012",1,264719,0,205055,143852
11695,"2013",1,185378,0,142662,110961
11695,"2014",1,235310,0,209920,51775
11695,"2015",1,251028,0,200531,45633
11697,"2005",0,0,0,0,0
11697,"2006",0,0,0,0,0
11697,"2007",0,0,0,0,0
11697,"2008",0,0,0,0,0
11697,"2009",0,0,0,0,0
11697,"2010",0,0,0,0,0
11697,"2011",0,0,0,0,0
11697,"2012",0,0,0,0,0
11697,"2013",0,0,0,0,0
11697,"2014",0,0,0,0,0
11697,"2015",1,4498,0,4163,660
