"zip","year","independent_artists","art_firms","arts_organizations","total_revenue","total_compensation","total_expenses","contributed_revenue","federal_awards","federal_dollars","state_awards","state_dollars"
10036,2009,89,9592,92,175072692,51569639,146275490,107419342,37,1030000,80,1677600
10036,2010,99,9989,88,137017957,49478653,138898199,65337210,32,906000,118,1853610
10036,2011,92,9876,79,154653377,50375784,137990309,81917167,27,955425,116,2167292
10036,2012,78,9441,76,204265412,55148552,154230258,118398387,23,729000,116,1745934
10036,2013,77,9634,73,165883394,58439352,162714475,73696238,29,920000,104,1584730
10036,2014,81,10036,84,157818816,60556152,168951163,67841019,27,774847,16,423800
10036,2015,76,11069,89,180288883,61930603,170703231,88627995,25,690000,116,1906580
10037,2006,0,0,0,0,0,0,0,1,10000,2,15000
10037,2007,0,9,0,0,0,0,0,0,0,2,15750
10037,2008,0,9,0,0,0,0,0,1,25000,0,0
10037,2009,1,9,0,0,0,0,0,0,0,0,0
10037,2010,1,9,0,0,0,0,0,2,1e+05,2,11848
10037,2011,1,7,0,0,0,0,0,1,50000,2,9890
10037,2012,0,7,1,4237,0,4253,4237,1,50000,4,25000
10037,2013,1,7,2,66031,0,71395,39820,1,85000,2,48000
10037,2014,0,7,1,29075,0,33475,28649,1,50000,0,0
10037,2015,0,2,1,95734,0,81268,61970,2,45000,2,48000
10038,2005,7,98,12,20613844,3305655,9585295,16892528,8,230000,24,197000
10038,2006,8,172,15,13987116,3697869,16279608,10991371,8,180000,48,1067346
10038,2007,8,440,15,12682967,4770536,15696895,9785895,10,262332,46,1284760
10038,2008,6,556,17,14725108,4066102,13719693,12284461,7,317493,36,1314200
10038,2009,9,547,19,17040385,4204398,14311563,14337151,11,4e+05,28,1416400
10038,2010,8,116,17,13043629,4476578,13419366,10733974,9,395000,36,1495252
10038,2011,7,102,15,12194309,4882547,14497581,9864256,11,391500,26,1147028
10038,2012,7,101,21,17202064,4700234,18178492,13584461,4,2e+05,26,1068792
10038,2013,5,130,19,14003070,4298478,14884258,10486307,7,202500,32,1154682
10038,2014,6,95,22,13013661,3793224,13387265,10591156,5,215000,2,8472
10038,2015,8,100,23,10233997,3406832,10171872,8350928,7,205000,56,1466696
10039,2005,0,2,1,48595,0,56031,14500,1,40000,0,0
10039,2006,0,2,1,57156,0,48825,5000,1,15000,0,0
10039,2007,0,4,0,0,0,0,0,1,20000,0,0
10039,2008,0,2,2,291377,0,291471,154734,1,30000,0,0
10039,2009,1,2,3,301093,51323,293770,112930,0,0,6,85600
10039,2010,1,4,3,13049057,1873155,3662216,12413261,1,55000,8,80000
10039,2011,1,2,4,5163946,2042012,3832914,4407923,1,30000,6,83076
10039,2012,1,72,4,7500935,2289793,4131426,6468263,0,0,4,70600
10039,2013,1,70,5,5144320,2285944,3903288,4235018,0,0,4,70600
10039,2014,1,72,5,4903953,2366462,4111257,3783996,0,0,0,0
10039,2015,3,70,5,7552800,3105921,5201876,6167953,0,0,4,66000
10040,2005,2,0,5,532510,57274,436677,442720,1,10000,6,19400
10040,2006,2,2,6,1028961,99406,528267,780771,0,0,4,14400
10040,2007,1,0,5,651205,128858,426883,351795,2,27500,4,15120
10040,2008,2,2,6,812475,134778,568842,467593,1,7500,4,16600
10040,2009,3,4,9,864001,125440,879730,489515,1,10000,2,10000
10040,2010,1,6,8,1025966,237832,900450,696544,2,50000,14,67478
10040,2011,2,10,8,1090849,311144,1133960,872924,1,10000,10,54000
10040,2012,1,8,8,999068,355634,1157561,765322,0,0,10,44326
10040,2013,1,11,8,907361,351599,1106622,670350,0,0,4,29380
10040,2014,1,23,7,885857,162937,757415,652013,2,20000,4,30000
10040,2015,2,21,9,774842,151199,888343,435382,3,32500,2,10000
10041,2005,0,0,0,0,0,0,0,0,0,2,194
10044,2005,1,2,2,252791,82000,242073,139285,0,0,2,10000
10044,2006,1,15,1,127491,0,86873,114585,0,0,2,10000
10044,2007,0,2,2,223551,55300,174201,121922,0,0,2,10500
10044,2008,0,2,1,130439,0,165376,114705,0,0,0,0
10044,2009,1,7,0,0,0,0,0,0,0,0,0
10044,2010,1,7,0,0,0,0,0,0,0,0,0
10044,2011,1,9,1,20000,0,17200,20000,0,0,0,0
10044,2012,1,9,1,50000,0,35261,50000,0,0,0,0
10044,2013,1,4,1,40000,0,44853,40000,0,0,0,0
10044,2014,1,4,1,10674,0,12730,10674,0,0,0,0
10044,2015,2,15,3,174052,0,132227,89526,0,0,2,15000
10048,2005,0,0,1,8189674,1135406,3810375,7973844,0,0,0,0
10065,2005,0,0,0,0,0,0,0,4,360395,1,240
10065,2006,0,0,0,0,0,0,0,1,18000,2,12000
10065,2007,0,0,8,9382551,2595777,6396283,4144757,2,70983,0,0
10065,2008,4,71,10,6296027,1865816,6450773,3910344,2,50000,7,237475
10065,2009,4,51,10,5764877,2431173,7219134,2931597,4,120000,13,201600
10065,2010,8,59,15,18415629,7852659,20701337,5092935,4,101000,17,291555
10065,2011,5,74,13,9963123,3053318,13156808,6499687,5,148000,19,243844
10065,2012,12,239,13,16390131,3465341,21094721,11974234,3,67500,26,248580
10065,2013,8,129,15,11375279,3746229,11501527,8535344,4,165000,12,258900
10065,2014,11,69,14,2854310,1446463,4005760,1729983,5,220000,4,53550
10065,2015,13,73,12,2144250,429165,2406841,1429781,4,155000,10,137050
10069,2005,0,6,0,0,0,0,0,0,0,0,0
10069,2006,1,2,1,36462,0,25657,29000,0,0,0,0
10069,2007,1,2,0,0,0,0,0,1,20000,0,0
10069,2008,5,2,0,0,0,0,0,0,0,0,0
10069,2009,5,2,0,0,0,0,0,0,0,0,0
10069,2010,2,2,1,1000,0,300,1000,0,0,0,0
10069,2011,4,30,0,0,0,0,0,0,0,0,0
10069,2012,3,2,0,0,0,0,0,0,0,0,0
10069,2013,3,2,0,0,0,0,0,0,0,0,0
10069,2014,4,2,1,350,0,350,350,0,0,0,0
10069,2015,4,2,2,27750,0,26700,23750,0,0,0,0
10075,2005,0,6,2,87013,3000,77248,37964,0,0,0,0
10075,2006,0,4,2,78065,0,73318,61139,0,0,4,10000
10075,2007,0,2,13,25387993,2934098,13601752,8716263,0,0,4,15250
10075,2008,4,45,18,10299826,3095162,18139845,5243835,0,0,6,24000
10075,2009,6,56,19,8320876,3287965,16644880,6258755,0,0,4,18600
10075,2010,6,68,16,14343912,3421756,15551443,3974951,0,0,2,12500
10075,2011,6,49,18,15217844,3522380,16791149,4905182,0,0,3,16615
10075,2012,11,66,19,21461099,3566849,19485870,10458549,0,0,1,10000
10075,2013,12,74,17,20017371,4038247,16210695,7198262,0,0,2,14115
10075,2014,12,74,16,24563460,4307876,19549507,9914057,0,0,0,0
10075,2015,14,84,17,15349349,4382311,17814636,3908924,0,0,2,18000
10104,2005,0,179,0,0,0,0,0,0,0,0,0
10104,2006,0,6,0,0,0,0,0,0,0,0,0
10104,2007,0,9,0,0,0,0,0,0,0,0,0
10104,2008,0,4,0,0,0,0,0,0,0,0,0
10104,2009,0,4,1,58050,0,38344,58050,0,0,0,0
10104,2010,0,2,3,6265615,604438,8195896,6006952,0,0,0,0
10104,2011,0,2,2,5882498,455953,7882785,5623909,0,0,0,0
10104,2012,0,0,2,6262666,470721,4909223,6089865,0,0,0,0
10104,2013,0,0,2,6262566,470721,4909254,6089765,0,0,0,0
10104,2014,0,0,3,7265526,479634,6797745,6915564,0,0,0,0
10104,2015,0,0,3,3653917,488140,1968480,3372746,0,0,0,0
10105,2005,0,0,1,44418,8473,20022,43450,0,0,0,0
10105,2006,1,0,1,44418,8473,20022,43450,0,0,0,0
10105,2007,0,0,1,44418,8473,20022,43450,0,0,0,0
10105,2014,0,0,1,378176,0,362250,328361,0,0,0,0
10105,2015,0,0,1,661920,0,669459,349620,0,0,0,0
10106,2005,10,189,1,130000,0,165,130000,0,0,0,0
10106,2006,6,185,1,130000,0,165,130000,0,0,0,0
10106,2007,9,180,0,0,0,0,0,0,0,0,0
10106,2008,10,756,0,0,0,0,0,0,0,0,0
10106,2009,11,17,0,0,0,0,0,0,0,0,0
10106,2010,11,15,0,0,0,0,0,0,0,0,0
10106,2011,11,17,0,0,0,0,0,0,0,0,0
10106,2012,12,26,0,0,0,0,0,0,0,0,0
10106,2013,11,26,0,0,0,0,0,0,0,0,0
10106,2014,9,19,0,0,0,0,0,0,0,0,0
10106,2015,11,58,0,0,0,0,0,0,0,0,0
10107,2005,12,85,3,3621535,1018323,2988976,2345236,0,0,4,44000
10107,2006,8,76,2,3305302,943426,3030420,1712350,0,0,4,44000
10107,2007,15,90,3,3604191,1258799,3530944,1613191,0,0,2,39900
10107,2008,19,93,3,3454591,1356328,3946291,1531275,0,0,2,43800
10107,2009,21,73,2,2418679,1125890,3321317,1369868,0,0,2,43000
10107,2010,23,85,2,2318928,1059550,2903263,1176424,0,0,4,48440
10107,2011,27,119,4,2959152,1094644,3230712,1476157,0,0,2,36000
10107,2012,65,102,4,3127810,1131226,3337840,2077758,0,0,2,32600
10107,2013,60,89,4,3388628,1112088,3240454,1624569,0,0,2,28000
10107,2014,66,157,4,3441838,1326272,3529275,1717127,0,0,0,0
10107,2015,72,97,3,3388524,1346819,3299530,1520468,0,0,2,28000
10118,2005,32,10,9,1893849,0,1745006,1528989,0,0,0,0
10118,2006,34,10,13,3298095,128622,3623414,1340686,0,0,0,0
10118,2007,29,38,10,2755033,236245,2488725,830973,0,0,0,0
10118,2008,28,36,6,2021240,93000,4995335,344260,0,0,0,0
10118,2009,28,66,6,1673824,33000,2089933,253610,0,0,0,0
10118,2010,29,66,4,1375077,32000,1712812,116920,0,0,0,0
10118,2011,27,55,2,1249872,15000,1121207,80949,0,0,0,0
10118,2012,36,38,2,869197,27800,639971,62610,0,0,0,0
10118,2013,37,240,3,5787707,62550,938323,4666547,0,0,0,0
10118,2014,38,208,2,1174087,100248,810909,674057,0,0,0,0
10118,2015,36,182,3,1057740,103256,1037784,542110,0,0,0,0
10121,2005,1,30,0,0,0,0,0,0,0,0,0
10121,2006,1,0,0,0,0,0,0,0,0,0,0
10121,2011,0,0,1,9975,0,11168,8875,0,0,0,0
10122,2005,7,2,4,5007602,1287219,3980691,4712939,0,0,2,59600
10122,2006,8,2,4,4614217,1294517,4351940,4170410,0,0,2,50000
10122,2007,3,9,3,4678953,1341264,4845477,4266646,0,0,2,52500
10122,2008,1,6,3,4599813,1512988,4581025,4113964,0,0,4,92800
10122,2009,4,4,3,2222928,1402496,4100123,2119791,0,0,2,22000
10122,2010,3,6,4,2215646,1315145,3719286,1961653,0,0,4,86000
10122,2011,4,8,4,2205258,1315445,3707308,1953613,0,0,6,99692
10122,2012,12,6,2,342110,135500,360709,277608,0,0,2,42200
10122,2013,12,10,2,402844,135250,377692,312780,0,0,0,0
10122,2014,20,12,2,375592,139750,382476,289272,0,0,0,0
10122,2015,22,8,2,395715,127084,366705,317179,0,0,0,0
10123,2005,5,10,2,453403,24000,425940,36881,0,0,0,0
10123,2006,4,38,1,80270,0,66820,14046,0,0,0,0
10123,2007,3,6,0,0,0,0,0,0,0,0,0
10123,2008,2,4,1,711510,40000,706398,111770,0,0,0,0
10123,2009,2,4,1,752032,70338,750454,224698,0,0,2,10000
10123,2010,1,2,0,0,0,0,0,0,0,0,0
10123,2011,1,11,1,55288,20000,302543,0,0,0,0,0
10123,2012,0,4,1,68930,20000,383218,0,0,0,0,0
10123,2013,0,2,1,-25892,15800,209428,0,0,0,0,0
10123,2014,0,2,1,-25892,15800,209428,0,0,0,0,0
10123,2015,0,2,1,-25892,15800,209428,0,0,0,0,0
10128,2005,26,308,22,75959332,23452831,69150183,34828189,3,276900,32,551600
10128,2006,21,333,23,84444602,25036960,73713300,33562020,6,195000,36,578600
10128,2007,22,514,25,94828809,27120444,81194283,49998704,5,137500,38,757280
10128,2008,27,967,29,75519231,30721843,88681233,34183802,8,585000,38,807550
10128,2009,26,983,28,74952026,28202665,78008055,26079584,6,280000,32,738000
10128,2010,27,876,23,77369758,29704634,78324703,30209522,7,225000,46,1024806
10128,2011,21,984,26,88817837,32978282,86559507,26348599,6,240000,46,855632
10128,2012,21,973,28,98544007,35628940,92228336,37125376,3,80000,50,888480
10128,2013,20,970,31,96262070,36583004,94245523,33582734,5,225500,36,715120
10128,2014,21,985,29,108806512,37484198,102161501,42652993,5,304641,2,15000
10128,2015,18,994,32,91016639,38515314,95078293,27709239,4,175000,30,667800
10151,2005,0,0,1,1069318,9763,192129,371486,0,0,0,0
10151,2006,0,0,1,201056,16672,176993,0,0,0,0,0
10151,2007,0,0,1,799683,18038,193703,0,0,0,0,0
10155,2005,0,2,0,0,0,0,0,0,0,0,0
10155,2006,0,4,0,0,0,0,0,0,0,0,0
10155,2007,0,9,0,0,0,0,0,0,0,0,0
10155,2008,0,9,0,0,0,0,0,0,0,0,0
10155,2009,1,9,0,0,0,0,0,0,0,0,0
10155,2010,1,11,1,52351,0,27037,47182,0,0,0,0
10155,2011,0,11,1,166748,54000,106613,141847,0,0,0,0
10155,2012,0,9,1,249494,67034,182698,235068,0,0,0,0
10155,2013,0,4,1,316950,104468,196127,274174,0,0,0,0
10155,2014,0,4,1,316422,102242,267334,282810,0,0,0,0
10155,2015,0,4,1,599677,186279,523774,533310,0,0,0,0
10158,2005,0,0,2,374155,10000,366975,20791,0,0,0,0
10158,2006,0,0,2,848577,10000,574277,0,0,0,0,0
10158,2007,0,2,2,917521,10000,517132,0,0,0,0,0
10158,2008,0,4,2,-106954,10000,465623,0,0,0,0,0
10158,2009,0,2,2,-184186,10000,373603,0,0,0,0,0
10158,2010,0,2,1,192197,10000,422647,0,0,0,0,0
10158,2011,0,17,1,221555,10000,477878,0,0,0,0,0
10158,2012,0,17,1,434164,10000,511644,0,0,0,0,0
10158,2013,0,17,1,572812,10000,122129,0,0,0,0,0
10158,2014,0,17,1,506167,10000,477378,0,0,0,0,0
10158,2015,0,17,1,506167,10000,477378,0,0,0,0,0
10166,2005,0,0,1,31898,0,23116,10929,0,0,0,0
10166,2006,1,0,1,48353,0,47228,16763,0,0,0,0
10166,2013,1,0,0,0,0,0,0,0,0,0,0
10166,2014,1,0,0,0,0,0,0,0,0,0,0
10166,2015,1,0,0,0,0,0,0,0,0,0,0
10175,2005,2,4,0,0,0,0,0,0,0,0,0
10175,2006,2,2,0,0,0,0,0,0,0,0,0
10175,2007,0,6,0,0,0,0,0,0,0,0,0
10175,2008,1,4,0,0,0,0,0,0,0,0,0
10175,2009,1,6,0,0,0,0,0,0,0,0,0
10175,2010,1,36,0,0,0,0,0,0,0,0,0
10175,2011,1,11,0,0,0,0,0,0,0,0,0
10175,2012,0,9,1,7720,0,7944,6695,0,0,0,0
10175,2013,0,9,1,7585,0,7894,7585,0,0,0,0
10175,2014,0,11,1,6320,0,7411,5670,0,0,0,0
10175,2015,0,11,1,7814,0,7554,7125,0,0,0,0
10176,2005,1,2,0,0,0,0,0,0,0,0,0
10176,2006,1,2,1,30461,29000,90353,0,0,0,0,0
10176,2007,0,15,0,0,0,0,0,0,0,0,0
10176,2014,0,0,1,989918,62413,2399034,920350,0,0,0,0
10176,2015,0,0,1,169401,3875,1119998,168178,0,0,0,0
10178,2005,2,12,1,99756,0,13734,99690,0,0,0,0
10178,2006,2,4,1,99756,0,13734,99690,0,0,0,0
10178,2007,4,4,1,89515,12200,87793,87389,0,0,0,0
10178,2008,3,4,2,817911,0,332374,803875,0,0,0,0
10178,2009,3,4,2,259960,0,618551,203484,0,0,0,0
10178,2010,3,4,0,0,0,0,0,0,0,0,0
10178,2011,3,2,0,0,0,0,0,0,0,0,0
10178,2012,4,4,0,0,0,0,0,0,0,0,0
10178,2013,2,2,0,0,0,0,0,0,0,0,0
10178,2014,3,2,1,920471,0,878522,920471,0,0,0,0
10178,2015,2,2,1,926228,0,912734,926228,0,0,0,0
10280,2005,4,12,4,8424345,4378630,14735981,7362651,0,0,0,0
10280,2006,4,8,5,25525036,4091883,13379264,23717031,0,0,2,20000
10280,2007,2,200,5,16144793,4412797,15245110,14055086,0,0,4,54000
10280,2008,1,204,4,10560234,4289106,13689080,8833335,0,0,4,65500
10280,2009,2,119,4,10948193,4082977,12053227,9800106,0,0,4,124000
10280,2010,2,103,5,10826200,4111647,13011652,9268896,0,0,10,127226
10280,2011,2,105,6,10759992,4130076,12948394,9225165,0,0,4,89406
10280,2012,2,97,6,9840035,4153257,12630564,7139236,0,0,8,102460
10280,2013,1,101,4,10234628,4089359,15367207,8272599,0,0,6,79500
10280,2014,0,95,4,4090699,2217301,7511884,2876625,0,0,0,0
10280,2015,0,87,5,20328650,5195253,17259549,19811205,0,0,2,30000
10281,2007,0,0,1,39000,0,74702,38949,0,0,0,0
10281,2008,0,0,1,90796,0,44000,90796,0,0,0,0
10281,2013,0,0,1,1041943,297823,544246,1041943,0,0,0,0
10281,2014,0,0,1,454676,503089,1104933,454676,0,0,0,0
10281,2015,0,30,1,1041733,541555,1149170,1041733,0,0,0,0
10282,2005,1,4,1,1012924,0,104607,970303,1,40000,0,0
10282,2006,2,6,0,0,0,0,0,1,40000,0,0
10282,2007,4,0,0,0,0,0,0,1,40000,0,0
10282,2008,4,0,0,0,0,0,0,2,1032766,0,0
10282,2009,4,0,0,0,0,0,0,2,80000,0,0
10282,2010,4,2,1,176105,0,292949,171600,1,75000,2,46636
10282,2011,4,2,1,428665,265365,435693,422291,1,60000,2,40352
10282,2012,3,2,2,265853,98785,244180,225353,1,1e+05,2,36540
10282,2013,1,2,2,231916,132185,203580,87591,1,60000,2,36540
10282,2014,2,2,2,319430,148904,229493,319430,2,98478,0,0
10282,2015,1,0,2,268060,0,280216,268060,1,60000,2,56000
10286,2005,0,0,2,984770,0,147328,0,0,0,0,0
10286,2006,0,0,2,468811,0,147273,0,0,0,0,0
10286,2007,0,0,2,256701,2631,165068,0,0,0,0,0
10286,2008,0,0,3,306840,2631,379730,0,0,0,0,0
10286,2009,0,0,3,-222587,9280,445002,77019,0,0,0,0
10301,2005,0,119,11,12458063,3098269,7592002,9894545,2,34999,20,351000
10301,2006,0,122,13,13061123,3761279,8923657,10396458,3,46850,16,349000
10301,2007,1,178,13,9707233,3595991,9781326,5854533,3,174576,24,421350
10301,2008,2,196,13,10298458,3948650,9451470,6519549,2,35000,28,508600
10301,2009,2,200,12,8270159,3521020,8584696,5387295,3,162023,18,400920
10301,2010,2,217,12,7816720,2185487,6396494,5076479,3,65000,28,462272
10301,2011,2,213,15,7034054,2737182,6978966,4075087,4,67500,16,349316
10301,2012,3,157,15,7134632,2943555,7486208,4004803,3,170000,22,393860
10301,2013,3,100,15,7406931,2723765,7413896,4419553,3,77000,22,456860
10301,2014,3,103,16,8644522,2804049,8421133,5100708,5,185000,0,0
10301,2015,3,107,17,8709499,1700289,7415689,6226673,4,187885,26,468200
10302,2005,0,2,0,0,0,0,0,0,0,0,0
10302,2006,0,2,0,0,0,0,0,0,0,0,0
10302,2007,1,2,0,0,0,0,0,0,0,0,0
10302,2008,1,2,0,0,0,0,0,0,0,0,0
10302,2009,1,2,1,29474,0,17723,17764,0,0,0,0
10302,2010,1,2,1,29474,0,17723,17764,0,0,0,0
10302,2011,1,2,0,0,0,0,0,0,0,0,0
10302,2012,1,0,0,0,0,0,0,0,0,0,0
10302,2013,1,0,0,0,0,0,0,0,0,0,0
10302,2014,2,0,0,0,0,0,0,0,0,0,0
10302,2015,2,0,1,7277,0,200,0,0,0,0,0
10303,2005,0,0,2,137685,0,122183,79946,0,0,0,0
10303,2006,0,0,2,115432,0,119353,57692,0,0,0,0
10303,2007,0,0,2,122457,0,122716,51390,0,0,0,0
10303,2008,1,0,2,129420,0,122678,51390,0,0,0,0
10303,2009,1,0,2,137584,0,134127,51886,0,0,0,0
10303,2010,1,0,2,160459,0,133496,58301,0,0,0,0
10303,2011,1,0,2,130161,0,132070,53555,0,0,0,0
10303,2012,1,0,2,142711,0,146430,54436,0,0,0,0
10303,2013,1,0,2,147625,0,152978,54436,0,0,0,0
10303,2014,2,0,3,165442,0,168915,54436,0,0,0,0
10303,2015,1,2,3,211255,0,237870,42144,0,0,0,0
10304,2005,0,0,2,113065,47400,142188,100154,0,0,10,96000
10304,2006,0,2,2,110443,0,87658,58625,0,0,6,56000
10304,2007,0,4,1,49059,0,45254,43884,0,0,2,20000
10304,2008,0,2,3,126901,0,134560,120237,0,0,4,32000
10304,2009,0,2,3,138385,0,122286,131905,0,0,2,21600
10304,2010,0,2,4,187254,0,167757,149811,0,0,0,0
10304,2011,0,4,3,78934,0,82395,15110,0,0,2,16616
10304,2012,0,9,3,99521,0,99674,45162,0,0,0,0
10304,2013,0,6,3,79496,0,92504,20226,0,0,0,0
10304,2014,0,11,3,71463,0,76804,30281,0,0,0,0
10304,2015,0,4,3,74544,0,68928,59667,0,0,0,0
10305,2005,1,21,1,192624,84520,213369,163673,0,0,0,0
10305,2006,1,28,1,243376,145381,219651,198640,0,0,2,14000
10305,2007,1,36,2,225968,109023,266412,178332,0,0,0,0
10305,2008,1,34,2,228415,0,269752,192341,0,0,2,15000
10305,2009,2,29,2,258834,0,274268,214333,0,0,2,10000
10305,2010,3,24,3,177372,0,229898,118706,0,0,2,14000
10305,2011,3,25,3,204834,68307,168789,143990,0,0,2,8308
10305,2012,3,25,3,288088,67350,239203,233238,0,0,0,0
10305,2013,3,25,3,283957,0,272191,236301,0,0,0,0
10305,2014,3,33,3,211838,60562,214738,169859,0,0,0,0
10305,2015,3,27,6,473004,104010,433413,391536,0,0,0,0
10306,2005,0,50,2,526331,170141,621684,302881,0,0,4,50000
10306,2006,0,90,3,708532,156162,912191,348074,0,0,8,85000
10306,2007,1,87,3,774769,187931,789346,236475,1,23308,4,30000
10306,2008,2,20,3,731186,180461,782380,426799,0,0,2,56000
10306,2009,2,22,3,668000,172981,762587,258135,0,0,2,56000
10306,2010,2,29,2,585925,0,576550,284229,1,44496,4,66200
10306,2011,3,14,2,600451,81579,592272,282587,0,0,6,66262
10306,2012,3,8,2,561401,0,620252,198071,0,0,2,37440
10306,2013,2,34,2,446218,0,549723,186110,0,0,4,54000
10306,2014,2,34,4,936902,209273,863870,468899,0,0,0,0
10306,2015,2,36,4,808504,192390,829772,251309,0,0,4,64000
10307,2005,3,4,0,0,0,0,0,0,0,0,0
10307,2006,3,4,0,0,0,0,0,0,0,0,0
10307,2007,2,4,0,0,0,0,0,0,0,0,0
10307,2008,2,8,0,0,0,0,0,0,0,0,0
10307,2009,2,4,1,13347,0,17302,0,0,0,0,0
10307,2010,1,4,0,0,0,0,0,0,0,0,0
10307,2011,1,4,0,0,0,0,0,0,0,0,0
10307,2012,1,2,0,0,0,0,0,0,0,0,0
10307,2013,1,2,0,0,0,0,0,0,0,0,0
10307,2014,2,2,0,0,0,0,0,0,0,0,0
10307,2015,2,2,1,16076,0,19602,4862,0,0,0,0
10308,2007,0,0,1,37273,18500,59303,37096,0,0,0,0
10308,2008,0,0,1,80294,0,75039,80048,0,0,0,0
10308,2009,0,0,1,80294,0,75039,80048,0,0,0,0
10308,2010,0,2,1,67031,0,81409,67031,0,0,0,0
10308,2011,0,0,1,53670,0,58908,53670,0,0,0,0
10308,2012,0,2,1,84496,0,62029,84496,0,0,0,0
10308,2013,1,2,1,82788,0,116591,82788,0,0,0,0
10308,2014,1,0,1,182741,0,65147,182741,0,0,0,0
10308,2015,1,4,1,51680,0,100774,51680,0,0,0,0
10309,2005,2,13,1,66412,0,71827,44450,0,0,2,6400
10309,2006,2,15,1,71082,0,69414,49500,0,0,2,6400
10309,2007,2,15,1,60888,0,65128,43150,0,0,2,6000
10309,2008,3,19,1,66592,0,62372,48300,0,0,2,9000
10309,2009,3,19,1,66592,0,62372,48300,0,0,0,0
10309,2010,3,24,0,0,0,0,0,0,0,0,0
10309,2011,3,37,0,0,0,0,0,0,0,0,0
10309,2012,5,27,0,0,0,0,0,0,0,0,0
10309,2013,3,37,0,0,0,0,0,0,0,0,0
10309,2014,4,34,1,14500,0,30352,0,0,0,0,0
10309,2015,4,34,1,33222,0,30444,0,0,0,0,0
10310,2005,0,19,0,0,0,0,0,0,0,0,0
10310,2006,0,11,0,0,0,0,0,0,0,0,0
10310,2007,0,4,0,0,0,0,0,0,0,0,0
10310,2008,0,11,0,0,0,0,0,0,0,0,0
10310,2009,0,4,0,0,0,0,0,0,0,0,0
10310,2010,0,4,0,0,0,0,0,0,0,0,0
10310,2011,0,4,0,0,0,0,0,0,0,0,0
10310,2012,0,36,0,0,0,0,0,0,0,0,0
10310,2013,0,4,0,0,0,0,0,0,0,0,0
10310,2014,0,2,0,0,0,0,0,0,0,0,0
10310,2015,1,2,0,0,0,0,0,0,0,0,0
10312,2005,0,32,1,34529,0,16262,34515,0,0,0,0
10312,2006,1,30,1,34529,0,16262,34515,0,0,0,0
10312,2007,2,30,2,173873,0,157231,173851,0,0,0,0
10312,2008,2,24,1,82461,0,75527,82432,0,0,0,0
10312,2009,2,38,2,123154,0,122135,123140,0,0,0,0
10312,2010,2,37,3,184347,0,176947,145259,0,0,0,0
10312,2011,2,58,4,157141,0,118317,126332,0,0,0,0
10312,2012,2,33,4,137099,0,132212,113459,0,0,0,0
10312,2013,2,17,4,109102,0,107769,85467,0,0,0,0
10312,2014,2,17,3,160556,0,144494,125541,0,0,0,0
10312,2015,3,20,3,103317,0,97790,103577,0,0,0,0
10314,2005,2,21,6,845597,129819,678189,224837,0,0,4,6500
10314,2006,2,34,8,1145930,138506,846644,432890,1,20000,2,5000
10314,2007,1,30,6,671310,128025,715260,60433,0,0,6,25352
10314,2008,1,38,4,586642,107788,669794,61848,0,0,2,10000
10314,2009,1,21,7,740614,74492,766964,165652,0,0,2,10000
10314,2010,2,23,4,625677,73129,612390,67778,0,0,2,8900
10314,2011,2,23,5,645511,73129,639650,84861,0,0,4,16614
10314,2012,3,32,4,608671,83579,597104,80990,0,0,4,15560
10314,2013,3,70,4,554805,95051,581059,92166,0,0,4,18560
10314,2014,2,50,6,817575,91867,803918,356118,0,0,0,0
10314,2015,2,56,7,940891,101268,831950,423113,0,0,2,8000
10451,2005,0,16,3,1768359,614835,1621128,1050013,1,15000,6,80000
10451,2006,0,87,3,2394125,689450,2137458,1617836,2,40000,8,180000
10451,2007,1,194,3,1542290,415897,1220100,1098299,2,40000,8,121000
10451,2008,0,194,4,1525449,383263,1000239,1133953,2,60000,16,291500
10451,2009,0,22,4,1653358,504626,1577024,1299528,2,80000,10,182100
10451,2010,1,24,6,2071197,537030,1892618,1655772,3,130000,12,221400
10451,2011,0,24,8,2325410,596719,2042115,1921869,1,40000,10,214414
10451,2012,1,11,7,3716432,491614,2520951,3255634,2,60000,12,194600
10451,2013,0,26,8,3954879,643733,2932994,3969600,1,20000,10,350480
10451,2014,0,46,8,4636183,1408767,4166440,4514412,1,20000,0,0
10451,2015,1,24,6,5717268,2007339,5253698,5617114,3,75000,16,396500
10452,2005,0,2,2,827021,280939,779125,549385,0,0,4,44800
10452,2006,0,2,4,894137,386974,969257,650690,0,0,4,44800
10452,2007,0,0,4,3344183,1751354,3207826,2266879,0,0,0,0
10452,2008,0,0,2,3233315,1914933,3326701,2047890,0,0,0,0
10452,2009,0,0,1,439143,86921,371775,429446,0,0,0,0
10452,2010,0,0,2,439318,86921,374255,429446,0,0,0,0
10452,2011,0,0,2,760171,143517,651460,749926,0,0,0,0
10452,2012,1,0,3,642355,184658,641579,611367,0,0,0,0
10452,2013,0,0,2,367421,110755,341479,360805,0,0,2,14600
10452,2014,0,0,3,1654358,189187,612641,1594438,1,10000,0,0
10452,2015,0,0,3,663025,208902,680188,614473,1,10000,8,97000
10453,2005,0,7,3,146857,0,141373,47978,0,0,0,0
10453,2006,0,15,3,240875,85907,240659,169397,0,0,0,0
10453,2007,0,17,3,298434,151258,280231,229681,1,15000,0,0
10453,2008,0,15,3,1228193,164452,400152,1160793,0,0,0,0
