"zip","year","awards","dollars"
11238,2003,16,607800
11238,2004,10,501000
11238,2005,10,482200
11238,2006,14,539000
11238,2007,12,575200
11238,2008,10,565800
11238,2009,2,452800
11238,2010,24,567248
11238,2011,34,499046
11238,2012,26,433280
11238,2013,28,402680
11238,2014,4,40000
11238,2015,40,713800
11238,2016,52,999660
11241,1987,6,43000
11241,1988,12,61000
11241,1990,10,66450
11241,1991,10,84576
11241,1992,14,85434
11241,1994,2,6000
11243,1995,2,10000
11243,1996,2,9650
11243,1997,8,119292
11243,1998,8,145600
11243,1999,6,155680
11243,2000,6,162640
11243,2001,4,162000
11243,2002,4,145800
11243,2003,6,167000
11243,2004,6,147400
11243,2005,2,1e+05
11249,2012,2,5000
11249,2013,16,140946
11249,2014,8,38000
11249,2015,18,174000
11249,2016,22,276512
11354,1987,6,27400
11354,1988,4,26000
11354,1989,8,46000
11354,1990,14,78466
11354,1991,8,71200
11354,1992,8,68284
11354,1993,6,24000
11354,1994,4,27000
11354,1995,8,30600
11354,1996,12,44912
11354,1997,14,81620
11354,1998,10,267280
11354,1999,18,279200
11354,2000,12,232200
11354,2001,10,160890
11354,2002,12,207000
11354,2003,8,137000
11354,2004,8,123800
11354,2005,8,123200
11354,2006,6,130000
11354,2007,6,115000
11354,2008,8,175000
11354,2009,14,221958
11354,2010,14,213840
11354,2011,14,166718
11354,2012,6,125400
11354,2013,6,113460
11354,2014,4,108000
11354,2015,4,108000
11354,2016,16,241620
11355,1987,4,36000
11355,1988,4,48000
11355,1989,2,20000
11355,1990,2,21200
11355,1991,6,24196
11355,1992,4,9086
11355,1993,2,8632
11355,1994,2,9842
11355,1995,2,9842
11355,1996,4,11290
11355,1997,4,17140
11355,1998,4,21960
11355,1999,4,13000
11355,2000,6,62000
11355,2001,2,12400
11355,2002,2,11200
11355,2003,2,11200
11355,2004,2,9000
11355,2005,2,8800
11355,2007,8,51360
11355,2008,8,67600
11355,2009,2,9800
11355,2010,2,8000
11355,2011,2,6726
11355,2012,2,6100
11355,2013,2,6100
11355,2015,4,67400
11355,2016,6,134000
11356,1996,2,15440
11356,2016,4,38000
11357,1989,2,24000
11357,2004,4,25810
11357,2005,4,25200
11357,2006,6,31200
11357,2007,6,37590
11357,2008,4,45000
11357,2009,6,52000
11357,2010,4,45020
11357,2011,6,56570
11357,2012,6,49440
11357,2013,6,51860
11357,2015,2,24000
11358,1988,2,8000
11358,2007,2,32340
11358,2008,2,35600
11358,2010,2,30000
11358,2011,2,24922
11358,2012,2,22580
11360,1995,4,8944
11360,1996,2,7720
11360,1997,4,8174
11360,2000,2,6000
11360,2001,4,21000
11360,2002,2,10000
11360,2003,2,10000
11360,2004,2,8600
11360,2005,2,8000
11360,2006,2,8000
11360,2007,2,8400
11360,2008,2,9200
11361,2004,2,6000
11361,2005,2,6000
11361,2006,2,6000
11361,2007,2,6400
11363,1988,2,6000
11363,1991,2,8000
11363,1997,4,11464
11363,1998,2,14000
11363,2001,2,17600
11363,2002,6,44800
11363,2003,2,15800
11363,2004,4,24000
11363,2005,2,13600
11363,2006,2,13600
11363,2007,4,27280
11363,2008,2,20000
11363,2009,2,19600
11363,2010,4,27444
11363,2011,4,26506
11363,2012,2,15040
11363,2013,2,15040
11363,2015,2,26000
11363,2016,4,46000
11364,1987,4,28000
11364,1988,2,24000
11364,1989,8,33500
11364,1990,6,29500
11364,1991,2,21840
11364,1992,2,13252
11364,1993,2,10000
11364,1995,2,4000
11364,1996,2,3860
11364,1997,4,4254
11364,2012,2,4080
11365,2000,4,21750
11365,2001,2,15400
11365,2002,2,13800
11365,2003,2,13800
11365,2004,2,12000
11365,2005,2,12000
11366,1994,2,2000
11367,1987,6,52000
11367,1988,4,58000
11367,1989,4,66000
11367,1990,4,74200
11367,1991,2,70000
11367,1994,4,3500
11367,1996,2,2000
11367,2006,2,6498
11367,2007,2,7700
11367,2012,2,50000
11367,2013,2,50000
11367,2014,2,50000
11367,2015,2,50000
11368,1987,30,247100
11368,1988,36,329000
11368,1989,40,323000
11368,1990,30,279480
11368,1991,30,291282
11368,1992,18,195830
11368,1993,16,129812
11368,1994,20,170132
11368,1995,24,286846
11368,1996,26,294070
11368,1997,28,223040
11368,1998,20,212868
11368,1999,14,222530
11368,2000,12,182166
11368,2001,18,314650
11368,2002,14,208400
11368,2003,18,251800
11368,2004,12,224400
11368,2005,14,279800
11368,2006,12,240000
11368,2007,16,223180
11368,2008,16,335000
11368,2009,14,323000
11368,2010,16,272166
11368,2011,14,257338
11368,2012,12,146100
11368,2013,14,223260
11368,2014,8,203840
11368,2015,16,355800
11368,2016,14,336800
11370,1990,2,10000
11370,1991,2,8000
11370,1992,2,6000
11370,2015,2,28000
11370,2016,4,44000
11372,1987,16,60000
11372,1988,22,99100
11372,1989,30,113772
11372,1990,20,111200
11372,1991,24,117700
11372,1992,16,83100
11372,1993,18,71620
11372,1994,14,67344
11372,1995,6,35600
11372,1996,8,33970
11372,1997,12,57550
11372,1998,20,110500
11372,1999,16,127100
11372,2000,14,133960
11372,2001,16,156216
11372,2002,16,142400
11372,2003,6,55800
11372,2004,6,46480
11372,2005,8,56400
11372,2006,8,58400
11372,2007,8,50150
11372,2008,8,62400
11372,2009,8,62000
11372,2010,10,63256
11372,2011,12,54990
11372,2012,22,157780
11372,2013,10,64000
11372,2014,6,38400
11372,2015,6,52000
11372,2016,6,52000
11373,1989,4,2800
11374,1987,4,174000
11374,1988,4,176100
11374,1989,2,156100
11374,1990,8,185100
11375,1989,4,10000
11375,1990,4,7000
11375,1991,2,9000
11375,1992,2,6624
11375,1993,2,5000
11375,1994,2,2000
11375,2012,2,5000
11377,1987,14,71800
11377,1988,16,84000
11377,1989,20,105600
11377,1990,16,114220
11377,1991,10,84260
11377,1992,2,5000
11377,1993,8,43400
11377,1994,6,28400
11377,1995,6,28400
11377,1996,2,8106
11377,1997,2,8200
11377,1998,2,2000
11377,1999,2,5000
11377,2000,2,6000
11377,2001,2,7000
11377,2002,2,4000
11377,2003,2,7000
11377,2004,4,16000
11377,2005,4,16000
11377,2006,4,16000
11377,2007,4,18000
11377,2008,4,20600
11377,2009,6,34400
11377,2010,6,32460
11377,2011,6,28286
11377,2012,8,35600
11377,2013,4,20560
11377,2014,2,50000
11377,2015,4,24000
11377,2016,4,24000
11378,1989,4,14000
11378,1990,4,22000
11378,1991,4,12560
11378,1992,2,4500
11378,2008,2,7000
11378,2009,2,7000
11378,2010,2,7000
11378,2011,2,5736
11378,2012,2,10000
11378,2013,2,10000
11378,2015,2,15000
11378,2016,2,20000
11385,1987,2,7000
11385,1988,2,7000
11385,1989,2,8000
11385,1990,4,12000
11385,2000,4,117000
11385,2001,4,135000
11385,2002,4,121600
11385,2003,2,108000
11385,2004,4,101500
11385,2005,4,99000
11385,2006,2,94000
11385,2007,2,98700
11385,2008,2,108600
11385,2009,2,108600
11385,2010,2,96654
11385,2011,2,80108
11385,2013,2,20000
11385,2015,8,144000
11385,2016,6,50000
11411,1987,2,10000
11411,1988,4,14000
11411,1989,4,22000
11411,1990,6,35720
11411,1991,6,33800
11411,1992,4,28200
11411,1993,2,21150
11411,1994,2,28200
11411,1995,2,20000
11411,1996,2,17370
11411,1997,2,20000
11412,1987,2,8000
11412,1988,2,8000
11412,1989,2,8000
11412,1990,2,8000
11412,1992,2,6000
11412,1993,2,4530
11412,1994,2,6000
11412,1995,2,6000
11412,1996,2,5790
11412,2007,4,20000
11412,2008,2,16000
11412,2010,2,10000
11412,2013,2,10000
11412,2015,2,10000
11413,2001,2,12200
11413,2002,4,15000
11415,1989,2,4000
11415,1990,2,4000
11415,1991,2,4000
11415,1992,2,4000
11415,1993,2,4000
11415,1994,2,4000
11415,1995,2,4000
11415,1996,2,3860
11415,1998,2,7100
11415,1999,2,4000
11415,2000,2,4000
11418,2001,4,20000
11418,2002,4,20000
11418,2003,6,43000
11418,2004,4,36040
11418,2005,10,77000
11418,2006,8,64000
11418,2007,8,68000
11418,2008,6,66200
11418,2009,6,66000
11418,2010,4,72000
11418,2011,4,59734
11418,2012,4,42000
11419,2013,4,68840
11421,1993,8,314700
11421,1994,10,359000
11421,1995,14,376000
11421,1996,12,331210
11421,1997,14,368320
11421,1998,18,522600
11421,1999,18,545828
11421,2000,12,577452
11421,2001,16,619200
11421,2002,12,534600
11421,2003,20,598600
11421,2004,16,528540
11421,2005,12,513400
11421,2006,14,527400
11421,2007,10,493520
11421,2008,14,589800
11421,2009,8,549800
11421,2010,10,490720
11421,2011,10,362568
11421,2012,10,333720
11421,2013,6,314000
11421,2015,2,16000
11421,2016,2,16000
11423,1991,4,11200
11423,1992,4,12000
11432,1987,64,848620
11432,1988,60,890060
11432,1989,98,1029952
11432,1990,70,1005010
11432,1991,58,1007588
11432,1992,46,679130
11432,1993,20,229250
11432,1994,16,185750
11432,1995,28,315414
11432,1996,26,242190
11432,1997,30,250490
11432,1998,24,309470
11432,1999,24,353528
11432,2000,20,370500
11432,2001,20,393394
11432,2002,20,382300
11432,2003,26,417400
11432,2004,18,269700
11432,2005,18,336200
11432,2006,14,222000
11432,2007,12,228250
11432,2008,12,252800
11432,2009,8,182000
11432,2010,14,242842
11432,2011,16,378198
11432,2012,10,152140
11432,2013,8,146260
11432,2015,6,59000
11432,2016,2,26000
11434,1987,16,239500
11434,1988,12,243600
11434,1989,14,305000
11434,1990,16,322580
11434,1991,14,290150
11434,1992,8,156180
11434,1993,10,125000
11434,1994,10,160388
11434,1995,6,152000
11434,1996,8,120780
11434,1997,16,131472
11434,1998,8,173000
11434,1999,6,175000
11434,2000,10,192952
11434,2001,6,176000
11434,2002,6,149400
11434,2003,6,149400
11434,2004,6,99150
11434,2005,4,77000
11434,2006,2,70000
11434,2007,2,73500
11434,2008,2,80800
11434,2009,2,80800
11434,2010,2,71000
11434,2011,4,63888
11434,2012,8,194380
11434,2013,2,70000
11434,2014,6,221080
11434,2015,2,70000
11435,1989,4,12000
11691,1987,4,7000
11691,1988,4,6000
11694,1987,2,15000
11694,2010,2,30000
