Zip Code,Fiscal Year,No. of Awards,Grant Dollars,Grantor
11355,1987,4,"$36,000",New York
11355,1988,4,"$48,000",New York
11355,1989,2,"$20,000",New York
11355,1990,2,"$21,200",New York
11355,1991,6,"$24,196",New York
11355,1992,4,"$9,086",New York
11355,1993,2,"$8,632",New York
11355,1994,2,"$9,842",New York
11355,1995,2,"$9,842",New York
11355,1996,4,"$11,290",New York
11355,1997,4,"$17,140",New York
11355,1998,4,"$21,960",New York
11355,1999,4,"$13,000",New York
11356,1996,2,"$15,440",New York
11357,1989,2,"$24,000",New York
11358,1988,2,"$8,000",New York
11360,1995,4,"$8,944",New York
11360,1996,2,"$7,720",New York
11360,1997,4,"$8,174",New York
11363,1988,2,"$6,000",New York
11363,1991,2,"$8,000",New York
11363,1997,4,"$11,464",New York
11363,1998,2,"$14,000",New York
11364,1987,4,"$28,000",New York
11364,1988,2,"$24,000",New York
11364,1989,8,"$33,500",New York
11364,1990,6,"$29,500",New York
11364,1991,2,"$21,840",New York
11364,1992,2,"$13,252",New York
11364,1993,2,"$10,000",New York
11364,1995,2,"$4,000",New York
11364,1996,2,"$3,860",New York
11364,1997,4,"$4,254",New York
11366,1994,2,"$2,000",New York
11367,1987,6,"$52,000",New York
11367,1988,4,"$58,000",New York
11367,1989,4,"$66,000",New York
11367,1990,4,"$74,200",New York
11367,1991,2,"$70,000",New York
11367,1994,4,"$3,500",Mid Atlantic Arts Foundation
11367,1996,2,"$2,000",Mid Atlantic Arts Foundation
11368,1987,30,"$247,100",New York
11368,1988,36,"$329,000",New York
11368,1989,40,"$323,000",New York
11368,1990,30,"$279,480",New York
11368,1991,30,"$291,282",New York
11368,1992,18,"$195,830",New York
11368,1993,16,"$129,812",New York
11368,1994,20,"$170,132",New York
11368,1995,24,"$286,846",New York
11368,1996,26,"$294,070",New York
11368,1997,28,"$223,040",New York
11368,1998,20,"$212,868",New York
11368,1999,14,"$222,530",New York
11370,1990,2,"$10,000",New York
11370,1991,2,"$8,000",New York
11370,1992,2,"$6,000",New York
11372,1987,16,"$60,000",New York
11372,1988,22,"$99,100",New York
11372,1989,30,"$113,772",New York
11372,1990,20,"$111,200",New York
11372,1991,24,"$117,700",New York
11372,1992,16,"$83,100",New York
11372,1993,18,"$71,620",New York
11372,1994,14,"$67,344",New York
11372,1995,6,"$35,600",New York
11372,1996,8,"$33,970",New York
11372,1997,12,"$57,550",New York
11372,1998,20,"$110,500",New York
11372,1999,16,"$127,100",New York
11373,1989,4,"$2,800",Puerto Rico
11374,1987,4,"$174,000",New York
11374,1988,4,"$176,100",New York
11374,1989,2,"$156,100",New York
11374,1990,8,"$185,100",New York
11375,1989,4,"$10,000",New York
11375,1990,4,"$7,000",New York
11375,1991,2,"$9,000",New York
11375,1992,2,"$6,624",New York
11375,1993,2,"$5,000",New York
11375,1994,2,"$2,000",New York
11377,1987,14,"$71,800",New York
11377,1988,2,"$7,000",Mid Atlantic Arts Foundation
11377,1988,14,"$77,000",New York
11377,1989,20,"$105,600",New York
11377,1990,16,"$114,220",New York
11377,1991,10,"$84,260",New York
11377,1992,2,"$5,000",New York
11377,1993,8,"$43,400",New York
11377,1994,6,"$28,400",New York
11377,1995,6,"$28,400",New York
11377,1996,2,"$8,106",New York
11377,1997,2,"$8,200",New York
11377,1998,2,"$2,000",New York
11377,1999,2,"$5,000",New York
11378,1989,4,"$14,000",New York
11378,1990,4,"$22,000",New York
11378,1991,4,"$12,560",New York
11378,1992,2,"$4,500",New York
11385,1987,2,"$7,000",New York
11385,1988,2,"$7,000",New York
11385,1989,2,"$8,000",New York
11385,1990,4,"$12,000",New York
11411,1987,2,"$10,000",New York
11411,1988,4,"$14,000",New York
11411,1989,4,"$22,000",New York
11411,1990,6,"$35,720",New York
11411,1991,6,"$33,800",New York
11411,1992,4,"$28,200",New York
11411,1993,2,"$21,150",New York
11411,1994,2,"$28,200",New York
11411,1995,2,"$20,000",New York
11411,1996,2,"$17,370",New York
11411,1997,2,"$20,000",New York
11412,1987,2,"$8,000",New York
11412,1988,2,"$8,000",New York
11412,1989,2,"$8,000",New York
11412,1990,2,"$8,000",New York
11412,1992,2,"$6,000",New York
11412,1993,2,"$4,530",New York
11412,1994,2,"$6,000",New York
11412,1995,2,"$6,000",New York
11412,1996,2,"$5,790",New York
11415,1989,2,"$4,000",New York
11415,1990,2,"$4,000",New York
11415,1991,2,"$4,000",New York
11415,1992,2,"$4,000",New York
11415,1993,2,"$4,000",New York
11415,1994,2,"$4,000",New York
11415,1995,2,"$4,000",New York
11415,1996,2,"$3,860",New York
11415,1998,2,"$7,100",New York
11415,1999,2,"$4,000",New York
11421,1993,8,"$314,700",New York
11421,1994,10,"$359,000",New York
11421,1995,14,"$376,000",New York
11421,1996,12,"$331,210",New York
11421,1997,14,"$368,320",New York
11421,1998,18,"$522,600",New York
11421,1999,18,"$545,828",New York
11423,1991,4,"$11,200",New York
11423,1992,4,"$12,000",New York
11432,1987,64,"$848,620",New York
11432,1988,60,"$890,060",New York
11432,1989,2,"$8,900",Mid Atlantic Arts Foundation
11432,1989,96,"$1,021,052",New York
11432,1990,70,"$1,005,010",New York
11432,1991,58,"$1,007,588",New York
11432,1992,46,"$679,130",New York
11432,1993,20,"$229,250",New York
11432,1994,16,"$185,750",New York
11432,1995,28,"$315,414",New York
11432,1996,26,"$242,190",New York
11432,1997,30,"$250,490",New York
11432,1998,24,"$309,470",New York
11432,1999,24,"$353,528",New York
11434,1987,16,"$239,500",New York
11434,1988,12,"$243,600",New York
11434,1989,14,"$305,000",New York
11434,1990,16,"$322,580",New York
11434,1991,14,"$290,150",New York
11434,1992,8,"$156,180",New York
11434,1993,10,"$125,000",New York
11434,1994,10,"$160,388",New York
11434,1995,6,"$152,000",New York
11434,1996,8,"$120,780",New York
11434,1997,16,"$131,472",New York
11434,1998,8,"$173,000",New York
11434,1999,6,"$175,000",New York
11435,1989,4,"$12,000",New York
11691,1987,4,"$7,000",New York
11691,1988,4,"$6,000",New York
11694,1987,2,"$15,000",New York
